Dataset,Method,Algorithm,Training Size,Layer,AUC,MAP,BRP_90
amazon_polarity,White Box,LR-G,500,31,0.975672,0.9757688022409754,0.948
amazon_polarity,Black Box,BB,1000,N/A,0.788436,0.7596519140082971,0.0
amazon_polarity,White Box,LR,1000,1,0.49560000000000004,0.5146923795714835,0.0
amazon_polarity,White Box,LR,1000,3,0.493588,0.5134962087409435,0.004
amazon_polarity,White Box,LR,1000,5,0.5245599999999999,0.5216549672249323,0.002
amazon_polarity,White Box,LR,1000,7,0.611924,0.6104985812967478,0.028
amazon_polarity,White Box,LR,1000,9,0.8012159999999999,0.7979956166378108,0.24
amazon_polarity,White Box,LR,1000,11,0.8887719999999999,0.8951927611748813,0.594
amazon_polarity,White Box,LR,1000,13,0.958592,0.9606752348933233,0.886
amazon_polarity,White Box,LR,1000,15,0.9712080000000001,0.9727788423329042,0.944
amazon_polarity,White Box,LR,1000,17,0.9765,0.978396101170746,0.94
amazon_polarity,White Box,LR,1000,19,0.97524,0.9771621998630708,0.942
amazon_polarity,White Box,LR,1000,21,0.974544,0.9758941953331218,0.936
amazon_polarity,White Box,LR,1000,23,0.9728399999999998,0.9732912685419695,0.938
amazon_polarity,White Box,LR,1000,25,0.971636,0.9706932141837402,0.936
amazon_polarity,White Box,LR,1000,27,0.96874,0.9677643695988829,0.93
amazon_polarity,White Box,LR,1000,29,0.966604,0.9657738849773441,0.93
amazon_polarity,White Box,LR,1000,31,0.965828,0.9644299012114317,0.93
amazon_polarity,White Box,DIM,1000,1,0.495088,0.5107204070541451,0.0
amazon_polarity,White Box,DIM,1000,3,0.493772,0.5100144019532383,0.004
amazon_polarity,White Box,DIM,1000,5,0.49674799999999997,0.4973117162280538,0.002
amazon_polarity,White Box,DIM,1000,7,0.506964,0.49326743022646313,0.0
amazon_polarity,White Box,DIM,1000,9,0.527276,0.5014138961648609,0.004
amazon_polarity,White Box,DIM,1000,11,0.549876,0.5200352867408276,0.0
amazon_polarity,White Box,DIM,1000,13,0.651644,0.6651983639912957,0.11
amazon_polarity,White Box,DIM,1000,15,0.865936,0.8797798429206424,0.55
amazon_polarity,White Box,DIM,1000,17,0.950996,0.957335264587191,0.888
amazon_polarity,White Box,DIM,1000,19,0.9356040000000001,0.9398774114499893,0.848
amazon_polarity,White Box,DIM,1000,21,0.9361679999999999,0.9394175563121626,0.85
amazon_polarity,White Box,DIM,1000,23,0.936872,0.9424474747127238,0.84
amazon_polarity,White Box,DIM,1000,25,0.934496,0.9414190493154746,0.822
amazon_polarity,White Box,DIM,1000,27,0.9354999999999999,0.9436871118989837,0.838
amazon_polarity,White Box,DIM,1000,29,0.933912,0.9427132806815817,0.824
amazon_polarity,White Box,DIM,1000,31,0.932888,0.9420105191151588,0.812
amazon_polarity,White Box,LAT,1000,1,0.499792,0.5023364983243197,0.0
amazon_polarity,White Box,LAT,1000,3,0.500576,0.5024468076746864,0.0
amazon_polarity,White Box,LAT,1000,5,0.500228,0.5026372509922234,0.002
amazon_polarity,White Box,LAT,1000,7,0.49994399999999994,0.5024760858904591,0.004
amazon_polarity,White Box,LAT,1000,9,0.49685199999999996,0.4979499252672081,0.0
amazon_polarity,White Box,LAT,1000,11,0.49803600000000003,0.49973076063641847,0.004
amazon_polarity,White Box,LAT,1000,13,0.500688,0.503102275583728,0.01
amazon_polarity,White Box,LAT,1000,15,0.50196,0.5042052720075497,0.0
amazon_polarity,White Box,LAT,1000,17,0.507648,0.5051446229315181,0.0
amazon_polarity,White Box,LAT,1000,19,0.511144,0.5124735497335491,0.0
amazon_polarity,White Box,LAT,1000,21,0.500048,0.5055301553073325,0.0
amazon_polarity,White Box,LAT,1000,23,0.518,0.5246261254692344,0.004
amazon_polarity,White Box,LAT,1000,25,0.505204,0.5104467779411567,0.0
amazon_polarity,White Box,LAT,1000,27,0.541892,0.5440468439737749,0.0
amazon_polarity,White Box,LAT,1000,29,0.546148,0.5469870258444309,0.0
amazon_polarity,White Box,LAT,1000,31,0.518724,0.5201493915996911,0.0
amazon_polarity,White Box,CCS,1000,1,0.500688,0.504848996819472,0.0
amazon_polarity,White Box,CCS,1000,3,0.49362,0.5031332576743786,0.002
amazon_polarity,White Box,CCS,1000,5,0.490944,0.4918377977440808,0.002
amazon_polarity,White Box,CCS,1000,7,0.503416,0.49670482608919836,0.0
amazon_polarity,White Box,CCS,1000,9,0.526184,0.4984795766885042,0.0
amazon_polarity,White Box,CCS,1000,11,0.532008,0.5214439083953109,0.004
amazon_polarity,White Box,CCS,1000,13,0.5891040000000001,0.6019642786636993,0.01
amazon_polarity,White Box,CCS,1000,15,0.50714,0.5114012752334709,0.004
amazon_polarity,White Box,CCS,1000,17,0.663132,0.6661798773756628,0.006
amazon_polarity,White Box,CCS,1000,19,0.9665019999999999,0.9679363300063082,0.94
amazon_polarity,White Box,CCS,1000,21,0.798036,0.8153009270052446,0.484
amazon_polarity,White Box,CCS,1000,23,0.727588,0.7656217526203255,0.464
amazon_polarity,White Box,CCS,1000,25,0.67302,0.6901426929809111,0.108
amazon_polarity,White Box,CCS,1000,27,0.9367399999999999,0.9343638626221101,0.862
amazon_polarity,White Box,CCS,1000,29,0.9676319999999999,0.9685201321999333,0.948
amazon_polarity,White Box,CCS,1000,31,0.9685879999999999,0.9687880714040072,0.944
amazon_polarity,White Box,LDA,1000,1,0.5514920000000001,0.5511939816817684,0.002
amazon_polarity,White Box,LDA,1000,3,0.558068,0.5453774879273834,0.002
amazon_polarity,White Box,LDA,1000,5,0.594056,0.586336413146491,0.008
amazon_polarity,White Box,LDA,1000,7,0.661564,0.6468198158153281,0.004
amazon_polarity,White Box,LDA,1000,9,0.738008,0.738063319440061,0.108
amazon_polarity,White Box,LDA,1000,11,0.766768,0.7704533125469488,0.162
amazon_polarity,White Box,LDA,1000,13,0.8259479999999999,0.8202392732334941,0.35
amazon_polarity,White Box,LDA,1000,15,0.881732,0.877584137865641,0.542
amazon_polarity,White Box,LDA,1000,17,0.9149160000000001,0.905379893617178,0.774
amazon_polarity,White Box,LDA,1000,19,0.9123760000000001,0.9075029993907269,0.712
amazon_polarity,White Box,LDA,1000,21,0.922592,0.9139204411027692,0.748
amazon_polarity,White Box,LDA,1000,23,0.9296760000000001,0.9203550291351213,0.804
amazon_polarity,White Box,LDA,1000,25,0.936456,0.9370558684999287,0.814
amazon_polarity,White Box,LDA,1000,27,0.9332119999999999,0.936810631336565,0.818
amazon_polarity,White Box,LDA,1000,29,0.9231199999999999,0.9270938663110835,0.788
amazon_polarity,White Box,LDA,1000,31,0.932112,0.9328806379278796,0.816
amazon_polarity,White Box,PCA,1000,1,0.499768,0.5024140425097425,0.0
amazon_polarity,White Box,PCA,1000,3,0.500544,0.5024689888867815,0.0
amazon_polarity,White Box,PCA,1000,5,0.500136,0.502815636485765,0.002
amazon_polarity,White Box,PCA,1000,7,0.4999680000000001,0.5026176141447661,0.004
amazon_polarity,White Box,PCA,1000,9,0.496668,0.4976259125437431,0.0
amazon_polarity,White Box,PCA,1000,11,0.497976,0.49999163438324523,0.006
amazon_polarity,White Box,PCA,1000,13,0.500172,0.5033866394500788,0.01
amazon_polarity,White Box,PCA,1000,15,0.502696,0.5062330275520839,0.002
amazon_polarity,White Box,PCA,1000,17,0.5055080000000001,0.5056661063763241,0.0
amazon_polarity,White Box,PCA,1000,19,0.50648,0.5074158667028683,0.0
amazon_polarity,White Box,PCA,1000,21,0.505256,0.5115893433584756,0.004
amazon_polarity,White Box,PCA,1000,23,0.5094879999999999,0.5165594942633658,0.004
amazon_polarity,White Box,PCA,1000,25,0.504476,0.5095345017831449,0.0
amazon_polarity,White Box,PCA,1000,27,0.507524,0.5121718950189564,0.0
amazon_polarity,White Box,PCA,1000,29,0.530688,0.5332332730794339,0.0
amazon_polarity,White Box,PCA,1000,31,0.530456,0.5307470533307324,0.0
amazon_polarity,White Box,PCA-G,1000,1,0.49551,0.5108725625308995,0.0
amazon_polarity,White Box,PCA-G,1000,3,0.493088,0.5134868841424824,0.002
amazon_polarity,White Box,PCA-G,1000,5,0.491072,0.4932483731218613,0.002
amazon_polarity,White Box,PCA-G,1000,7,0.49973599999999996,0.49331306686459286,0.0
amazon_polarity,White Box,PCA-G,1000,9,0.50944,0.48831837108495524,0.0
amazon_polarity,White Box,PCA-G,1000,11,0.50986,0.4984499114690911,0.002
amazon_polarity,White Box,PCA-G,1000,13,0.52774,0.5010416874467161,0.002
amazon_polarity,White Box,PCA-G,1000,15,0.490996,0.48038804041309313,0.0
amazon_polarity,White Box,PCA-G,1000,17,0.705916,0.7181383835748156,0.208
amazon_polarity,White Box,PCA-G,1000,19,0.7608080000000002,0.7733331509608236,0.41
amazon_polarity,White Box,PCA-G,1000,21,0.845524,0.8415601979481794,0.486
amazon_polarity,White Box,PCA-G,1000,23,0.856576,0.8519091855648858,0.51
amazon_polarity,White Box,PCA-G,1000,25,0.8660439999999999,0.8631662275643353,0.53
amazon_polarity,White Box,PCA-G,1000,27,0.872668,0.8740034730054418,0.582
amazon_polarity,White Box,PCA-G,1000,29,0.8671639999999999,0.8721258116211676,0.546
amazon_polarity,White Box,PCA-G,1000,31,0.871364,0.8769968593369005,0.554
amazon_polarity,White Box,LR-G,1000,1,0.500552,0.5069698771733646,0.0
amazon_polarity,White Box,LR-G,1000,3,0.48826400000000003,0.49100404595713687,0.002
amazon_polarity,White Box,LR-G,1000,5,0.577976,0.5910896649782255,0.038
amazon_polarity,White Box,LR-G,1000,7,0.679408,0.7226984021581946,0.304
amazon_polarity,White Box,LR-G,1000,9,0.881168,0.8871642277537652,0.54
amazon_polarity,White Box,LR-G,1000,11,0.955632,0.9549950606850266,0.872
amazon_polarity,White Box,LR-G,1000,13,0.9742999999999999,0.9737258359115625,0.946
amazon_polarity,White Box,LR-G,1000,15,0.977364,0.9767525984940029,0.962
amazon_polarity,White Box,LR-G,1000,17,0.9820880000000001,0.9817761696040908,0.972
amazon_polarity,White Box,LR-G,1000,19,0.981576,0.9810336594645028,0.968
amazon_polarity,White Box,LR-G,1000,21,0.981376,0.9809625645099739,0.964
amazon_polarity,White Box,LR-G,1000,23,0.981012,0.9806191248267488,0.962
amazon_polarity,White Box,LR-G,1000,25,0.9808079999999999,0.9801403905657807,0.964
amazon_polarity,White Box,LR-G,1000,27,0.980432,0.9797987192379786,0.964
amazon_polarity,White Box,LR-G,1000,29,0.980012,0.9794940524795365,0.964
amazon_polarity,White Box,LR-G,1000,31,0.9796399999999998,0.9790856405529879,0.962
amazon_polarity,Black Box,BB,2000,N/A,0.800688,0.7795692782662398,0.026
amazon_polarity,White Box,LR,2000,1,0.495648,0.5148678009953644,0.0
amazon_polarity,White Box,LR,2000,3,0.49432,0.5134085418718896,0.004
amazon_polarity,White Box,LR,2000,5,0.544296,0.5459416222701867,0.012
amazon_polarity,White Box,LR,2000,7,0.6614639999999999,0.6580966868405623,0.062
amazon_polarity,White Box,LR,2000,9,0.884224,0.8768840651693735,0.546
amazon_polarity,White Box,LR,2000,11,0.924208,0.9269814194005629,0.774
amazon_polarity,White Box,LR,2000,13,0.9657640000000001,0.9661152635318407,0.918
amazon_polarity,White Box,LR,2000,15,0.9741920000000001,0.9761089531104267,0.96
amazon_polarity,White Box,LR,2000,17,0.9805119999999999,0.9818929621885832,0.956
amazon_polarity,White Box,LR,2000,19,0.97998,0.9809778231739748,0.966
amazon_polarity,White Box,LR,2000,21,0.979988,0.9804886652689708,0.954
amazon_polarity,White Box,LR,2000,23,0.978284,0.9786040197386062,0.956
amazon_polarity,White Box,LR,2000,25,0.977336,0.9774682825082989,0.94
amazon_polarity,White Box,LR,2000,27,0.97412,0.9743933429613683,0.946
amazon_polarity,White Box,LR,2000,29,0.971248,0.9719823867551756,0.94
amazon_polarity,White Box,LR,2000,31,0.9709840000000001,0.9708797020217783,0.93
amazon_polarity,White Box,DIM,2000,1,0.495548,0.5118655205025959,0.0
amazon_polarity,White Box,DIM,2000,3,0.49480399999999997,0.5098027022856955,0.004
amazon_polarity,White Box,DIM,2000,5,0.49874399999999997,0.4995034975876129,0.002
amazon_polarity,White Box,DIM,2000,7,0.509984,0.4941271225345011,0.0
amazon_polarity,White Box,DIM,2000,9,0.540208,0.5108336621356023,0.002
amazon_polarity,White Box,DIM,2000,11,0.5649480000000001,0.5313680144573405,0.0
amazon_polarity,White Box,DIM,2000,13,0.676712,0.6974534498713221,0.226
amazon_polarity,White Box,DIM,2000,15,0.9077840000000001,0.916760304309205,0.678
amazon_polarity,White Box,DIM,2000,17,0.948688,0.953925578244281,0.882
amazon_polarity,White Box,DIM,2000,19,0.932652,0.9350534250466245,0.834
amazon_polarity,White Box,DIM,2000,21,0.9328679999999999,0.9342053943820996,0.852
amazon_polarity,White Box,DIM,2000,23,0.933924,0.9379128666088377,0.838
amazon_polarity,White Box,DIM,2000,25,0.9316679999999999,0.9375530625919001,0.812
amazon_polarity,White Box,DIM,2000,27,0.932824,0.9403910437504542,0.83
amazon_polarity,White Box,DIM,2000,29,0.9306599999999999,0.9389677244159143,0.816
amazon_polarity,White Box,DIM,2000,31,0.9295159999999999,0.9383823155310764,0.8
amazon_polarity,White Box,LAT,2000,1,0.49971999999999994,0.5023626525429696,0.0
amazon_polarity,White Box,LAT,2000,3,0.50054,0.5022816121164498,0.0
amazon_polarity,White Box,LAT,2000,5,0.49982400000000005,0.5028103649080078,0.002
amazon_polarity,White Box,LAT,2000,7,0.5000199999999999,0.5029247121770448,0.004
amazon_polarity,White Box,LAT,2000,9,0.497008,0.49844491628551896,0.0
amazon_polarity,White Box,LAT,2000,11,0.49787200000000004,0.49910287490635447,0.004
amazon_polarity,White Box,LAT,2000,13,0.499904,0.5031887509434712,0.008
amazon_polarity,White Box,LAT,2000,15,0.503108,0.5067108122874733,0.002
amazon_polarity,White Box,LAT,2000,17,0.509508,0.5094724587925331,0.0
amazon_polarity,White Box,LAT,2000,19,0.5175919999999999,0.5187121395927918,0.002
amazon_polarity,White Box,LAT,2000,21,0.5129360000000001,0.5184206447516587,0.004
amazon_polarity,White Box,LAT,2000,23,0.5059400000000001,0.5145060345452808,0.006
amazon_polarity,White Box,LAT,2000,25,0.507508,0.5120356596714797,0.0
amazon_polarity,White Box,LAT,2000,27,0.499268,0.5021317831884824,0.0
amazon_polarity,White Box,LAT,2000,29,0.5190840000000001,0.5222616210523426,0.0
amazon_polarity,White Box,LAT,2000,31,0.513296,0.5145363799068419,0.0
amazon_polarity,White Box,CCS,2000,1,0.5008400000000001,0.5049640916448194,0.0
amazon_polarity,White Box,CCS,2000,3,0.49371200000000004,0.5066805231535527,0.002
amazon_polarity,White Box,CCS,2000,5,0.490304,0.49200810877444273,0.002
amazon_polarity,White Box,CCS,2000,7,0.504884,0.5000868276237505,0.0
amazon_polarity,White Box,CCS,2000,9,0.526668,0.501528665799978,0.0
amazon_polarity,White Box,CCS,2000,11,0.5373519999999999,0.5333638280007111,0.004
amazon_polarity,White Box,CCS,2000,13,0.5716,0.5740575951277196,0.004
amazon_polarity,White Box,CCS,2000,15,0.48738,0.49482604673927216,0.004
amazon_polarity,White Box,CCS,2000,17,0.5833039999999999,0.6315112399768591,0.006
amazon_polarity,White Box,CCS,2000,19,0.5852200000000001,0.5928812104918821,0.002
amazon_polarity,White Box,CCS,2000,21,0.689804,0.7035075794539383,0.186
amazon_polarity,White Box,CCS,2000,23,0.9686440000000001,0.9707569082027818,0.948
amazon_polarity,White Box,CCS,2000,25,0.968808,0.971297440591035,0.944
amazon_polarity,White Box,CCS,2000,27,0.57096,0.6674660648325976,0.204
amazon_polarity,White Box,CCS,2000,29,0.9692119999999999,0.9722432591278536,0.946
amazon_polarity,White Box,CCS,2000,31,0.9627199999999999,0.9635860334381274,0.932
amazon_polarity,White Box,LDA,2000,1,0.547676,0.5434807799071375,0.004
amazon_polarity,White Box,LDA,2000,3,0.543652,0.5427738167633565,0.008
amazon_polarity,White Box,LDA,2000,5,0.57348,0.5742537561813408,0.008
amazon_polarity,White Box,LDA,2000,7,0.633056,0.6168144674838344,0.0
amazon_polarity,White Box,LDA,2000,9,0.6779519999999999,0.6719341165828228,0.03
amazon_polarity,White Box,LDA,2000,11,0.71384,0.6978695943831039,0.054
amazon_polarity,White Box,LDA,2000,13,0.77438,0.7603238149928213,0.092
amazon_polarity,White Box,LDA,2000,15,0.8141400000000001,0.8095298683255209,0.278
amazon_polarity,White Box,LDA,2000,17,0.8496999999999999,0.8293369332874885,0.452
amazon_polarity,White Box,LDA,2000,19,0.859316,0.845346919431371,0.398
amazon_polarity,White Box,LDA,2000,21,0.871536,0.8618403621084738,0.45
amazon_polarity,White Box,LDA,2000,23,0.879908,0.8599873989461169,0.474
amazon_polarity,White Box,LDA,2000,25,0.8669720000000001,0.8551880273547486,0.384
amazon_polarity,White Box,LDA,2000,27,0.8718879999999999,0.8525741678236373,0.546
amazon_polarity,White Box,LDA,2000,29,0.8692240000000001,0.8556966618510415,0.528
amazon_polarity,White Box,LDA,2000,31,0.8683439999999999,0.8502838334366093,0.346
amazon_polarity,White Box,PCA,2000,1,0.49973999999999996,0.5024565362442879,0.0
amazon_polarity,White Box,PCA,2000,3,0.500512,0.5023245443613138,0.0
amazon_polarity,White Box,PCA,2000,5,0.49995599999999996,0.5029075896676466,0.002
amazon_polarity,White Box,PCA,2000,7,0.49996,0.5030215983974957,0.004
amazon_polarity,White Box,PCA,2000,9,0.496836,0.49829575497204576,0.0
amazon_polarity,White Box,PCA,2000,11,0.49805599999999994,0.4993623905047152,0.004
amazon_polarity,White Box,PCA,2000,13,0.500228,0.5032524484364859,0.008
amazon_polarity,White Box,PCA,2000,15,0.502768,0.5064595828202818,0.002
amazon_polarity,White Box,PCA,2000,17,0.50682,0.5071127722097282,0.0
amazon_polarity,White Box,PCA,2000,19,0.509524,0.5103348044297937,0.0
amazon_polarity,White Box,PCA,2000,21,0.4995200000000001,0.5047635025782471,0.0
amazon_polarity,White Box,PCA,2000,23,0.5038279999999999,0.51160079965975,0.004
amazon_polarity,White Box,PCA,2000,25,0.501628,0.5063614524901803,0.0
amazon_polarity,White Box,PCA,2000,27,0.499212,0.5020233772568334,0.0
amazon_polarity,White Box,PCA,2000,29,0.522384,0.5250102305887138,0.0
amazon_polarity,White Box,PCA,2000,31,0.52318,0.5241444621470861,0.0
amazon_polarity,White Box,PCA-G,2000,1,0.495676,0.5106987702912561,0.0
amazon_polarity,White Box,PCA-G,2000,3,0.49317999999999995,0.5133920883059139,0.002
amazon_polarity,White Box,PCA-G,2000,5,0.491248,0.4937262349817937,0.002
amazon_polarity,White Box,PCA-G,2000,7,0.499996,0.4938242828743473,0.0
amazon_polarity,White Box,PCA-G,2000,9,0.509428,0.48918657699276624,0.0
amazon_polarity,White Box,PCA-G,2000,11,0.509204,0.4981302591115249,0.002
amazon_polarity,White Box,PCA-G,2000,13,0.525772,0.4993665410554303,0.0
amazon_polarity,White Box,PCA-G,2000,15,0.47733200000000003,0.46976108842002195,0.0
amazon_polarity,White Box,PCA-G,2000,17,0.7115480000000001,0.726384915580322,0.254
amazon_polarity,White Box,PCA-G,2000,19,0.764008,0.7758501446198014,0.404
amazon_polarity,White Box,PCA-G,2000,21,0.8448039999999999,0.8409931812328992,0.492
amazon_polarity,White Box,PCA-G,2000,23,0.854988,0.8506507247916202,0.498
amazon_polarity,White Box,PCA-G,2000,25,0.863952,0.8612734664702807,0.524
amazon_polarity,White Box,PCA-G,2000,27,0.8698680000000001,0.8713876608200664,0.568
amazon_polarity,White Box,PCA-G,2000,29,0.8643559999999999,0.869376324135889,0.544
amazon_polarity,White Box,PCA-G,2000,31,0.86862,0.8742346183222957,0.55
amazon_polarity,White Box,LR-G,2000,1,0.5018320000000001,0.507038877920732,0.0
amazon_polarity,White Box,LR-G,2000,3,0.492048,0.4945619001775271,0.002
amazon_polarity,White Box,LR-G,2000,5,0.607936,0.6332299716491209,0.068
amazon_polarity,White Box,LR-G,2000,7,0.7180360000000001,0.7546169295760804,0.336
amazon_polarity,White Box,LR-G,2000,9,0.941416,0.9415527908289525,0.832
amazon_polarity,White Box,LR-G,2000,11,0.9647,0.9627266876343158,0.894
amazon_polarity,White Box,LR-G,2000,13,0.976136,0.9756018533983638,0.95
amazon_polarity,White Box,LR-G,2000,15,0.97946,0.9791199794686258,0.962
amazon_polarity,White Box,LR-G,2000,17,0.9844879999999999,0.9843804387302703,0.972
amazon_polarity,White Box,LR-G,2000,19,0.9846720000000001,0.9846245072806455,0.98
amazon_polarity,White Box,LR-G,2000,21,0.9847119999999999,0.984869938523978,0.974
amazon_polarity,White Box,LR-G,2000,23,0.984724,0.984948023697381,0.972
amazon_polarity,White Box,LR-G,2000,25,0.98476,0.9850023694316153,0.978
amazon_polarity,White Box,LR-G,2000,27,0.983952,0.9841893168466372,0.972
amazon_polarity,White Box,LR-G,2000,29,0.9838239999999999,0.984108543422964,0.972
amazon_polarity,White Box,LR-G,2000,31,0.983224,0.9835560500703883,0.972
amazon_polarity,Black Box,BB,5000,N/A,0.801856,0.781671320631727,0.138
amazon_polarity,White Box,LR,5000,1,0.496656,0.5163596422197095,0.012
amazon_polarity,White Box,LR,5000,3,0.49509999999999993,0.514702442486596,0.006
amazon_polarity,White Box,LR,5000,5,0.580324,0.5877621796114133,0.03
amazon_polarity,White Box,LR,5000,7,0.76366,0.7600581820817633,0.164
amazon_polarity,White Box,LR,5000,9,0.9140919999999999,0.9085640453509406,0.668
amazon_polarity,White Box,LR,5000,11,0.9418119999999999,0.9422849018632831,0.83
amazon_polarity,White Box,LR,5000,13,0.9713440000000001,0.9709681622153219,0.934
amazon_polarity,White Box,LR,5000,15,0.9773719999999999,0.9789436150994288,0.954
amazon_polarity,White Box,LR,5000,17,0.98344,0.9845865319304432,0.968
amazon_polarity,White Box,LR,5000,19,0.982792,0.9834533838915038,0.966
amazon_polarity,White Box,LR,5000,21,0.982548,0.9834719067679359,0.956
amazon_polarity,White Box,LR,5000,23,0.982608,0.983385720316285,0.964
amazon_polarity,White Box,LR,5000,25,0.980632,0.9821819902241277,0.954
amazon_polarity,White Box,LR,5000,27,0.977548,0.9783605671514944,0.948
amazon_polarity,White Box,LR,5000,29,0.9740920000000001,0.9758347950832263,0.94
amazon_polarity,White Box,LR,5000,31,0.9701799999999999,0.9685253308313434,0.942
amazon_polarity,White Box,DIM,5000,1,0.4952,0.5113196633860663,0.0
amazon_polarity,White Box,DIM,5000,3,0.495124,0.5089246278633784,0.004
amazon_polarity,White Box,DIM,5000,5,0.5014959999999999,0.49973528823656216,0.002
amazon_polarity,White Box,DIM,5000,7,0.511964,0.4935737684186079,0.0
amazon_polarity,White Box,DIM,5000,9,0.5514519999999999,0.5209779999768667,0.002
amazon_polarity,White Box,DIM,5000,11,0.5756479999999999,0.5396337259065315,0.0
amazon_polarity,White Box,DIM,5000,13,0.6937120000000001,0.7165300348829281,0.26
amazon_polarity,White Box,DIM,5000,15,0.920768,0.9288595988198582,0.724
amazon_polarity,White Box,DIM,5000,17,0.9464400000000001,0.9509113234957894,0.888
amazon_polarity,White Box,DIM,5000,19,0.93102,0.9319884351564198,0.828
amazon_polarity,White Box,DIM,5000,21,0.931112,0.9316512706109547,0.842
amazon_polarity,White Box,DIM,5000,23,0.9321640000000001,0.9356627769509674,0.832
amazon_polarity,White Box,DIM,5000,25,0.9298919999999999,0.9351740898309833,0.794
amazon_polarity,White Box,DIM,5000,27,0.93112,0.9384201920968108,0.822
amazon_polarity,White Box,DIM,5000,29,0.9289799999999999,0.937028948702978,0.81
amazon_polarity,White Box,DIM,5000,31,0.9279000000000001,0.9365823314842352,0.794
amazon_polarity,White Box,LAT,5000,1,0.49981999999999993,0.5025707746842869,0.0
amazon_polarity,White Box,LAT,5000,3,0.500516,0.5021619326219771,0.0
amazon_polarity,White Box,LAT,5000,5,0.499958,0.5029965842166877,0.002
amazon_polarity,White Box,LAT,5000,7,0.500004,0.5027909839212324,0.004
amazon_polarity,White Box,LAT,5000,9,0.49673599999999996,0.49806774340387183,0.0
amazon_polarity,White Box,LAT,5000,11,0.498188,0.4997608122077771,0.004
amazon_polarity,White Box,LAT,5000,13,0.500208,0.5038747057463351,0.012
amazon_polarity,White Box,LAT,5000,15,0.5027919999999999,0.5065581274602051,0.002
amazon_polarity,White Box,LAT,5000,17,0.505876,0.5060051579812881,0.0
amazon_polarity,White Box,LAT,5000,19,0.5134439999999999,0.5140317627599436,0.0
amazon_polarity,White Box,LAT,5000,21,0.501868,0.5085525635057964,0.004
amazon_polarity,White Box,LAT,5000,23,0.506168,0.5132345710683419,0.004
amazon_polarity,White Box,LAT,5000,25,0.504416,0.5083987683323847,0.0
amazon_polarity,White Box,LAT,5000,27,0.504128,0.5085474919815571,0.0
amazon_polarity,White Box,LAT,5000,29,0.521048,0.5229470614076083,0.0
amazon_polarity,White Box,LAT,5000,31,0.532292,0.5331724760534199,0.0
amazon_polarity,White Box,CCS,5000,1,0.5006780000000001,0.5047454182023425,0.0
amazon_polarity,White Box,CCS,5000,3,0.49378,0.5053291700963475,0.002
amazon_polarity,White Box,CCS,5000,5,0.49076999999999993,0.4923375604964432,0.002
amazon_polarity,White Box,CCS,5000,7,0.504148,0.49780344427561074,0.0
amazon_polarity,White Box,CCS,5000,9,0.52594,0.4984650525885329,0.0
amazon_polarity,White Box,CCS,5000,11,0.5324959999999999,0.5274569077558029,0.004
amazon_polarity,White Box,CCS,5000,13,0.56006,0.5532889242368176,0.002
amazon_polarity,White Box,CCS,5000,15,0.6656679999999999,0.7057542986679364,0.332
amazon_polarity,White Box,CCS,5000,17,0.685068,0.6931746356120452,0.174
amazon_polarity,White Box,CCS,5000,19,0.656326,0.7094280776032504,0.35
amazon_polarity,White Box,CCS,5000,21,0.9531040000000002,0.9540148601785333,0.92
amazon_polarity,White Box,CCS,5000,23,0.468244,0.45198668790110386,0.0
amazon_polarity,White Box,CCS,5000,25,0.618172,0.6213586729600249,0.036
amazon_polarity,White Box,CCS,5000,27,0.970164,0.9714446180596772,0.948
amazon_polarity,White Box,CCS,5000,29,0.650568,0.6623175473821625,0.064
amazon_polarity,White Box,CCS,5000,31,0.6276120000000001,0.6477622389011699,0.08
amazon_polarity,White Box,LDA,5000,1,0.53948,0.5426759144630591,0.006
amazon_polarity,White Box,LDA,5000,3,0.53254,0.5267693679862167,0.0
amazon_polarity,White Box,LDA,5000,5,0.5465880000000001,0.5406530173438109,0.0
amazon_polarity,White Box,LDA,5000,7,0.583208,0.5694464239345023,0.0
amazon_polarity,White Box,LDA,5000,9,0.611848,0.5976194102881417,0.002
amazon_polarity,White Box,LDA,5000,11,0.6281640000000001,0.6096269741547612,0.002
amazon_polarity,White Box,LDA,5000,13,0.6434440000000001,0.6273717778147649,0.002
amazon_polarity,White Box,LDA,5000,15,0.6826439999999999,0.6665578270715953,0.03
amazon_polarity,White Box,LDA,5000,17,0.707972,0.6857776344029349,0.04
amazon_polarity,White Box,LDA,5000,19,0.725784,0.7024081229531547,0.038
amazon_polarity,White Box,LDA,5000,21,0.7327079999999999,0.7107252411419845,0.018
amazon_polarity,White Box,LDA,5000,23,0.723724,0.6943873670302962,0.022
amazon_polarity,White Box,LDA,5000,25,0.7191879999999999,0.698481903037698,0.032
amazon_polarity,White Box,LDA,5000,27,0.729744,0.7059553718840557,0.002
amazon_polarity,White Box,LDA,5000,29,0.737428,0.7159367058591342,0.0
amazon_polarity,White Box,LDA,5000,31,0.734152,0.6998990180936207,0.002
amazon_polarity,White Box,PCA,5000,1,0.49972799999999995,0.5023911504582609,0.0
amazon_polarity,White Box,PCA,5000,3,0.50052,0.5024308615359369,0.0
amazon_polarity,White Box,PCA,5000,5,0.500048,0.5028234631918331,0.002
amazon_polarity,White Box,PCA,5000,7,0.49998000000000004,0.5027772968944784,0.004
