Dataset,Method,Algorithm,Training Size,Layer,AUC,MAP,BRP_90
arc_easy,White Box,PCA-G,200,11,0.570012,0.5440035502835414,0.002
arc_easy,White Box,PCA-G,200,13,0.701632,0.6581504778039828,0.004
arc_easy,White Box,PCA-G,200,15,0.746492,0.7004033780473756,0.004
arc_easy,White Box,PCA-G,200,17,0.8380159999999999,0.8121279951537619,0.36
arc_easy,White Box,PCA-G,200,19,0.8407079999999999,0.8085873323085799,0.072
arc_easy,White Box,PCA-G,200,21,0.8507359999999999,0.8240966695316567,0.218
arc_easy,White Box,PCA-G,200,23,0.853176,0.8293366745404998,0.198
arc_easy,White Box,PCA-G,200,25,0.8496,0.8241128321302374,0.226
arc_easy,White Box,PCA-G,200,27,0.846428,0.8215736881362043,0.224
arc_easy,White Box,PCA-G,200,29,0.8453759999999999,0.8211783615617586,0.182
arc_easy,White Box,PCA-G,200,31,0.842908,0.8202978240693841,0.152
arc_easy,White Box,LR-G,200,1,0.573404,0.5735067140400805,0.016
arc_easy,White Box,LR-G,200,3,0.607864,0.6074971037725796,0.02
arc_easy,White Box,LR-G,200,5,0.6578919999999999,0.6534595381090049,0.04
arc_easy,White Box,LR-G,200,7,0.6694800000000001,0.6486328201259794,0.012
arc_easy,White Box,LR-G,200,9,0.7839039999999999,0.7701493655839893,0.066
arc_easy,White Box,LR-G,200,11,0.918732,0.921498217205555,0.708
arc_easy,White Box,LR-G,200,13,0.958944,0.9589498368544027,0.912
arc_easy,White Box,LR-G,200,15,0.971524,0.971216191663022,0.942
arc_easy,White Box,LR-G,200,17,0.984108,0.9844896622780968,0.966
arc_easy,White Box,LR-G,200,19,0.984468,0.9848893611276717,0.972
arc_easy,White Box,LR-G,200,21,0.985212,0.9855913782016471,0.972
arc_easy,White Box,LR-G,200,23,0.9846159999999999,0.9850427768725458,0.968
arc_easy,White Box,LR-G,200,25,0.9842719999999999,0.9846384442973628,0.966
arc_easy,White Box,LR-G,200,27,0.9843200000000001,0.9846843649891219,0.968
arc_easy,White Box,LR-G,200,29,0.984584,0.9849918714625393,0.964
arc_easy,White Box,LR-G,200,31,0.9851399999999999,0.9855981912503854,0.968
arc_easy,Black Box,BB,500,N/A,0.8720120000000001,0.8534427932940649,0.444
arc_easy,White Box,LR,500,1,0.512536,0.5167043996807016,0.002
arc_easy,White Box,LR,500,3,0.520664,0.5241796261582194,0.004
arc_easy,White Box,LR,500,5,0.534068,0.534516022767269,0.0
arc_easy,White Box,LR,500,7,0.556588,0.5472758077831905,0.004
arc_easy,White Box,LR,500,9,0.608928,0.601757516325896,0.006
arc_easy,White Box,LR,500,11,0.72382,0.6970300817336157,0.002
arc_easy,White Box,LR,500,13,0.8282520000000001,0.8200845323387727,0.276
arc_easy,White Box,LR,500,15,0.8581759999999998,0.849810194584516,0.35
arc_easy,White Box,LR,500,17,0.8876999999999999,0.8888189705304119,0.59
arc_easy,White Box,LR,500,19,0.8834000000000001,0.8832265704329668,0.58
arc_easy,White Box,LR,500,21,0.875112,0.8771602756241179,0.488
arc_easy,White Box,LR,500,23,0.874212,0.8730270040098731,0.502
arc_easy,White Box,LR,500,25,0.8747520000000001,0.8685960839870418,0.512
arc_easy,White Box,LR,500,27,0.87314,0.8659091505394049,0.512
arc_easy,White Box,LR,500,29,0.8723599999999999,0.8659578624223311,0.496
arc_easy,White Box,LR,500,31,0.8706160000000001,0.8609446103784821,0.474
arc_easy,White Box,DIM,500,1,0.507296,0.5095915289532161,0.002
arc_easy,White Box,DIM,500,3,0.51356,0.5173530344402224,0.004
arc_easy,White Box,DIM,500,5,0.5185799999999999,0.5216317456802884,0.006
arc_easy,White Box,DIM,500,7,0.523564,0.5237285738750768,0.002
arc_easy,White Box,DIM,500,9,0.5517920000000001,0.5472129948787312,0.002
arc_easy,White Box,DIM,500,11,0.64728,0.6149306040521851,0.002
arc_easy,White Box,DIM,500,13,0.746296,0.7187397312029831,0.034
arc_easy,White Box,DIM,500,15,0.7911079999999999,0.7606957389612012,0.042
arc_easy,White Box,DIM,500,17,0.8559519999999999,0.8376751209905782,0.478
arc_easy,White Box,DIM,500,19,0.856096,0.8351820793600468,0.406
arc_easy,White Box,DIM,500,21,0.862592,0.8460373148699976,0.436
arc_easy,White Box,DIM,500,23,0.8637319999999998,0.848495229080949,0.406
arc_easy,White Box,DIM,500,25,0.861184,0.843945636834184,0.398
arc_easy,White Box,DIM,500,27,0.858412,0.8408725117444366,0.272
arc_easy,White Box,DIM,500,29,0.8580080000000001,0.8419061106951917,0.25
arc_easy,White Box,DIM,500,31,0.85516,0.8390573960303643,0.226
arc_easy,White Box,LAT,500,1,0.502204,0.5029078848764927,0.002
arc_easy,White Box,LAT,500,3,0.504492,0.5066815327692333,0.002
arc_easy,White Box,LAT,500,5,0.504572,0.5054202590691297,0.002
arc_easy,White Box,LAT,500,7,0.498948,0.5021522263358835,0.0
arc_easy,White Box,LAT,500,9,0.49517999999999995,0.4989906770708132,0.002
arc_easy,White Box,LAT,500,11,0.497908,0.49680415594732974,0.0
arc_easy,White Box,LAT,500,13,0.502244,0.5003744795132237,0.0
arc_easy,White Box,LAT,500,15,0.507316,0.50434357567135,0.002
arc_easy,White Box,LAT,500,17,0.533228,0.5225056977513213,0.002
arc_easy,White Box,LAT,500,19,0.5344,0.5209061212693213,0.002
arc_easy,White Box,LAT,500,21,0.503244,0.5039544569466275,0.002
arc_easy,White Box,LAT,500,23,0.599124,0.5556049055656521,0.0
arc_easy,White Box,LAT,500,25,0.6063240000000001,0.5606396197288779,0.0
arc_easy,White Box,LAT,500,27,0.7170439999999999,0.6415838951223476,0.0
arc_easy,White Box,LAT,500,29,0.7304160000000001,0.6560581785117142,0.0
arc_easy,White Box,LAT,500,31,0.767696,0.7166943618924072,0.002
arc_easy,White Box,CCS,500,1,0.5022260000000001,0.5030137728323987,0.0
arc_easy,White Box,CCS,500,3,0.512704,0.5152056135073773,0.004
arc_easy,White Box,CCS,500,5,0.488588,0.5010976841323366,0.0
arc_easy,White Box,CCS,500,7,0.48846,0.4926615469175294,0.002
arc_easy,White Box,CCS,500,9,0.5280480000000001,0.5214313277095219,0.0
arc_easy,White Box,CCS,500,11,0.7027159999999999,0.6735966273147732,0.002
arc_easy,White Box,CCS,500,13,0.7973439999999999,0.767320327553906,0.006
arc_easy,White Box,CCS,500,15,0.8377760000000001,0.8219797090755196,0.192
arc_easy,White Box,CCS,500,17,0.88276,0.8781808175057969,0.47
arc_easy,White Box,CCS,500,19,0.8480639999999999,0.8297073978248314,0.318
arc_easy,White Box,CCS,500,21,0.875672,0.8656780082269456,0.488
arc_easy,White Box,CCS,500,23,0.8737360000000001,0.8638846970023455,0.416
arc_easy,White Box,CCS,500,25,0.86646,0.854501720164648,0.426
arc_easy,White Box,CCS,500,27,0.8595640000000001,0.8454946811086193,0.408
arc_easy,White Box,CCS,500,29,0.8740439999999999,0.8657987715997625,0.526
arc_easy,White Box,CCS,500,31,0.869348,0.8621567247005744,0.474
arc_easy,White Box,LDA,500,1,0.536952,0.5348962384186402,0.0
arc_easy,White Box,LDA,500,3,0.504132,0.5072925492714635,0.0
arc_easy,White Box,LDA,500,5,0.517732,0.5251565119889,0.0
arc_easy,White Box,LDA,500,7,0.5266279999999999,0.5197495812141063,0.002
arc_easy,White Box,LDA,500,9,0.5785359999999999,0.5698939048042121,0.0
arc_easy,White Box,LDA,500,11,0.631064,0.6122304382561148,0.002
arc_easy,White Box,LDA,500,13,0.7119159999999999,0.7018100991574927,0.054
arc_easy,White Box,LDA,500,15,0.741252,0.7256149324704818,0.002
arc_easy,White Box,LDA,500,17,0.7674719999999999,0.7575048502723951,0.084
arc_easy,White Box,LDA,500,19,0.7811440000000001,0.7693549481354593,0.098
arc_easy,White Box,LDA,500,21,0.782272,0.779341795901237,0.19
arc_easy,White Box,LDA,500,23,0.785972,0.7736715910896965,0.12
arc_easy,White Box,LDA,500,25,0.7834159999999999,0.7755570539916984,0.146
arc_easy,White Box,LDA,500,27,0.7894319999999999,0.7704437922727609,0.04
arc_easy,White Box,LDA,500,29,0.789712,0.7729290634402569,0.15
arc_easy,White Box,LDA,500,31,0.7923880000000001,0.7754026374027952,0.134
arc_easy,White Box,PCA,500,1,0.502096,0.5029955042242487,0.002
arc_easy,White Box,PCA,500,3,0.5050520000000001,0.5069720495133634,0.002
arc_easy,White Box,PCA,500,5,0.50538,0.5062811660068882,0.002
arc_easy,White Box,PCA,500,7,0.499176,0.502508540717697,0.0
arc_easy,White Box,PCA,500,9,0.49495199999999995,0.4985839089472144,0.002
arc_easy,White Box,PCA,500,11,0.497576,0.49759566563615437,0.002
arc_easy,White Box,PCA,500,13,0.5017720000000001,0.4997444901781344,0.0
arc_easy,White Box,PCA,500,15,0.512172,0.5077577167843137,0.002
arc_easy,White Box,PCA,500,17,0.526804,0.5181809812650648,0.002
arc_easy,White Box,PCA,500,19,0.5325960000000001,0.5199707096768628,0.002
arc_easy,White Box,PCA,500,21,0.518276,0.5123845148550397,0.002
arc_easy,White Box,PCA,500,23,0.5438959999999999,0.5252157911347484,0.002
arc_easy,White Box,PCA,500,25,0.547264,0.5279591988446712,0.002
arc_easy,White Box,PCA,500,27,0.7051839999999999,0.6326299656789974,0.0
arc_easy,White Box,PCA,500,29,0.740692,0.6715315936204347,0.0
arc_easy,White Box,PCA,500,31,0.7555839999999999,0.6894164526342095,0.002
arc_easy,White Box,PCA-G,500,1,0.501484,0.5045228034443637,0.0
arc_easy,White Box,PCA-G,500,3,0.510224,0.5143697899057977,0.002
arc_easy,White Box,PCA-G,500,5,0.504108,0.5118786800217104,0.006
arc_easy,White Box,PCA-G,500,7,0.48061600000000004,0.4831294775874332,0.0
arc_easy,White Box,PCA-G,500,9,0.49444,0.49331571498308174,0.0
arc_easy,White Box,PCA-G,500,11,0.542104,0.5258171725823153,0.002
arc_easy,White Box,PCA-G,500,13,0.699072,0.6593994676202519,0.006
arc_easy,White Box,PCA-G,500,15,0.7498199999999999,0.7059418574849796,0.004
arc_easy,White Box,PCA-G,500,17,0.8433760000000001,0.82055064679875,0.362
arc_easy,White Box,PCA-G,500,19,0.841452,0.8111764768165683,0.078
arc_easy,White Box,PCA-G,500,21,0.8503799999999999,0.8260499065229624,0.2
arc_easy,White Box,PCA-G,500,23,0.8523,0.8296530879879409,0.22
arc_easy,White Box,PCA-G,500,25,0.849564,0.8267779365882321,0.226
arc_easy,White Box,PCA-G,500,27,0.84476,0.8212561879754503,0.18
arc_easy,White Box,PCA-G,500,29,0.843596,0.8208156061703414,0.164
arc_easy,White Box,PCA-G,500,31,0.8405560000000001,0.8190347090153774,0.126
arc_easy,White Box,LR-G,500,1,0.581352,0.5796879385069725,0.024
arc_easy,White Box,LR-G,500,3,0.59776,0.5965338250926208,0.026
arc_easy,White Box,LR-G,500,5,0.644604,0.6374293183464315,0.02
arc_easy,White Box,LR-G,500,7,0.668712,0.6609861449536159,0.054
arc_easy,White Box,LR-G,500,9,0.7959480000000001,0.7923971357615587,0.198
arc_easy,White Box,LR-G,500,11,0.9159440000000001,0.9178367719963296,0.708
arc_easy,White Box,LR-G,500,13,0.9593560000000001,0.9591464897856631,0.904
arc_easy,White Box,LR-G,500,15,0.971252,0.971145491367822,0.934
arc_easy,White Box,LR-G,500,17,0.984792,0.9852365898668203,0.972
arc_easy,White Box,LR-G,500,19,0.984592,0.9850935394216074,0.97
arc_easy,White Box,LR-G,500,21,0.9844280000000001,0.9848731236099351,0.97
arc_easy,White Box,LR-G,500,23,0.98268,0.9831892825879843,0.964
arc_easy,White Box,LR-G,500,25,0.982588,0.9830689323666139,0.966
arc_easy,White Box,LR-G,500,27,0.9829640000000001,0.9834299886001506,0.972
arc_easy,White Box,LR-G,500,29,0.982084,0.982597561273919,0.966
arc_easy,White Box,LR-G,500,31,0.981616,0.9822374678429712,0.962
arc_easy,Black Box,BB,1000,N/A,0.879156,0.8710948585879184,0.496
arc_easy,White Box,LR,1000,1,0.513756,0.5199902408445407,0.004
arc_easy,White Box,LR,1000,3,0.52336,0.5241799454188258,0.002
arc_easy,White Box,LR,1000,5,0.5496839999999998,0.5459961780858409,0.0
arc_easy,White Box,LR,1000,7,0.57858,0.5639753128112741,0.006
arc_easy,White Box,LR,1000,9,0.642516,0.6355487281574022,0.002
arc_easy,White Box,LR,1000,11,0.75242,0.7448129610946643,0.094
arc_easy,White Box,LR,1000,13,0.8502240000000001,0.8512231971576633,0.406
arc_easy,White Box,LR,1000,15,0.8760080000000001,0.8746756353015805,0.482
arc_easy,White Box,LR,1000,17,0.89214,0.8917436922724702,0.576
arc_easy,White Box,LR,1000,19,0.8912960000000001,0.8904726226445172,0.534
arc_easy,White Box,LR,1000,21,0.888576,0.8904358165543012,0.576
arc_easy,White Box,LR,1000,23,0.8900159999999999,0.8883352754442444,0.538
arc_easy,White Box,LR,1000,25,0.8856959999999998,0.8816938786797694,0.51
arc_easy,White Box,LR,1000,27,0.8827799999999999,0.879893535799419,0.534
arc_easy,White Box,LR,1000,29,0.8838360000000001,0.880190425778467,0.55
arc_easy,White Box,LR,1000,31,0.8768440000000001,0.8700759812039723,0.506
arc_easy,White Box,DIM,1000,1,0.50646,0.5079543178797494,0.0
arc_easy,White Box,DIM,1000,3,0.514312,0.5178360144830549,0.004
arc_easy,White Box,DIM,1000,5,0.52084,0.5230785914359051,0.004
arc_easy,White Box,DIM,1000,7,0.5284679999999999,0.529758508915907,0.002
arc_easy,White Box,DIM,1000,9,0.563832,0.5661234135269599,0.018
arc_easy,White Box,DIM,1000,11,0.6676040000000001,0.64075756211078,0.01
arc_easy,White Box,DIM,1000,13,0.760064,0.7419730362445339,0.074
arc_easy,White Box,DIM,1000,15,0.805496,0.7834443655535095,0.078
arc_easy,White Box,DIM,1000,17,0.8617320000000002,0.8444432939553745,0.514
arc_easy,White Box,DIM,1000,19,0.860092,0.8411846007046163,0.44
arc_easy,White Box,DIM,1000,21,0.865756,0.8506397661735705,0.47
arc_easy,White Box,DIM,1000,23,0.8661,0.8520893846234769,0.446
arc_easy,White Box,DIM,1000,25,0.8630559999999999,0.8459883271337287,0.42
arc_easy,White Box,DIM,1000,27,0.861408,0.8447146614232861,0.402
arc_easy,White Box,DIM,1000,29,0.8610480000000001,0.8446279382775006,0.398
arc_easy,White Box,DIM,1000,31,0.858088,0.8419754034270657,0.24
arc_easy,White Box,LAT,1000,1,0.502228,0.5035586327334309,0.002
arc_easy,White Box,LAT,1000,3,0.504676,0.5061773493925804,0.002
arc_easy,White Box,LAT,1000,5,0.5055879999999999,0.5064258738365988,0.002
arc_easy,White Box,LAT,1000,7,0.497564,0.5011555022150985,0.0
arc_easy,White Box,LAT,1000,9,0.49427600000000005,0.4975614095860607,0.002
arc_easy,White Box,LAT,1000,11,0.49785199999999996,0.49659144680321154,0.0
arc_easy,White Box,LAT,1000,13,0.501672,0.4994353136781045,0.0
arc_easy,White Box,LAT,1000,15,0.510916,0.5061070959365142,0.0
arc_easy,White Box,LAT,1000,17,0.520204,0.5142556129840476,0.002
arc_easy,White Box,LAT,1000,19,0.567592,0.5368944003181129,0.0
arc_easy,White Box,LAT,1000,21,0.511712,0.5082248280836195,0.002
arc_easy,White Box,LAT,1000,23,0.561276,0.5331943643026306,0.0
arc_easy,White Box,LAT,1000,25,0.5363,0.5203437972134445,0.0
arc_easy,White Box,LAT,1000,27,0.6877,0.61488336327255,0.0
arc_easy,White Box,LAT,1000,29,0.650664,0.5878915278606927,0.0
arc_easy,White Box,LAT,1000,31,0.70942,0.6385256490954718,0.0
arc_easy,White Box,CCS,1000,1,0.502124,0.502660944495305,0.0
arc_easy,White Box,CCS,1000,3,0.513874,0.5147960339302691,0.002
arc_easy,White Box,CCS,1000,5,0.482064,0.5014469029778721,0.0
arc_easy,White Box,CCS,1000,7,0.486276,0.4954463005054341,0.002
arc_easy,White Box,CCS,1000,9,0.550088,0.5381868452791333,0.0
arc_easy,White Box,CCS,1000,11,0.7100440000000001,0.6932554360936672,0.024
arc_easy,White Box,CCS,1000,13,0.8195600000000001,0.8113940491214442,0.162
arc_easy,White Box,CCS,1000,15,0.85812,0.85800550778908,0.5
arc_easy,White Box,CCS,1000,17,0.894576,0.8850329240013535,0.578
arc_easy,White Box,CCS,1000,19,0.899272,0.8957831109578924,0.606
arc_easy,White Box,CCS,1000,21,0.8916120000000001,0.8823873065013943,0.582
arc_easy,White Box,CCS,1000,23,0.8968240000000001,0.8881100819414962,0.524
arc_easy,White Box,CCS,1000,25,0.8967239999999999,0.8889029468840023,0.628
arc_easy,White Box,CCS,1000,27,0.8938520000000001,0.8839461230495854,0.522
arc_easy,White Box,CCS,1000,29,0.8881160000000001,0.8736464893515647,0.476
arc_easy,White Box,CCS,1000,31,0.8871039999999999,0.8735405801382095,0.564
arc_easy,White Box,LDA,1000,1,0.51244,0.5194686068893563,0.002
arc_easy,White Box,LDA,1000,3,0.512616,0.5157391309709237,0.004
arc_easy,White Box,LDA,1000,5,0.537708,0.5446311777277675,0.004
arc_easy,White Box,LDA,1000,7,0.561952,0.5544183780257304,0.0
arc_easy,White Box,LDA,1000,9,0.586392,0.5817950366996361,0.0
arc_easy,White Box,LDA,1000,11,0.624004,0.608014029879198,0.0
arc_easy,White Box,LDA,1000,13,0.6875,0.6664245660612668,0.004
arc_easy,White Box,LDA,1000,15,0.715852,0.6874475086684178,0.002
arc_easy,White Box,LDA,1000,17,0.7539480000000001,0.7477515721518726,0.074
arc_easy,White Box,LDA,1000,19,0.760904,0.7527188436331043,0.152
arc_easy,White Box,LDA,1000,21,0.758932,0.7561915294510555,0.16
arc_easy,White Box,LDA,1000,23,0.739136,0.7275066268333088,0.074
arc_easy,White Box,LDA,1000,25,0.748372,0.7395343237418777,0.01
arc_easy,White Box,LDA,1000,27,0.7684200000000001,0.7496162838636147,0.102
arc_easy,White Box,LDA,1000,29,0.754884,0.741617155166254,0.03
arc_easy,White Box,LDA,1000,31,0.740792,0.7270686824014068,0.018
arc_easy,White Box,PCA,1000,1,0.502104,0.5034610603484887,0.002
arc_easy,White Box,PCA,1000,3,0.504872,0.5065282519016309,0.002
arc_easy,White Box,PCA,1000,5,0.505492,0.5059045550816939,0.002
arc_easy,White Box,PCA,1000,7,0.497792,0.5014642936724141,0.0
arc_easy,White Box,PCA,1000,9,0.493916,0.4973422050419648,0.002
arc_easy,White Box,PCA,1000,11,0.4974239999999999,0.4965461956515569,0.0
arc_easy,White Box,PCA,1000,13,0.501568,0.4991928238313948,0.0
arc_easy,White Box,PCA,1000,15,0.512088,0.5069065491045741,0.0
arc_easy,White Box,PCA,1000,17,0.526,0.5177839431617002,0.002
arc_easy,White Box,PCA,1000,19,0.536168,0.520226114597877,0.0
arc_easy,White Box,PCA,1000,21,0.525668,0.5142947805806346,0.0
arc_easy,White Box,PCA,1000,23,0.54678,0.5250924273163738,0.0
arc_easy,White Box,PCA,1000,25,0.554064,0.5301155522124553,0.0
arc_easy,White Box,PCA,1000,27,0.640544,0.5806483182894283,0.0
arc_easy,White Box,PCA,1000,29,0.668516,0.600806842583699,0.0
arc_easy,White Box,PCA,1000,31,0.718308,0.6443971733574334,0.0
arc_easy,White Box,PCA-G,1000,1,0.5009079999999999,0.5042391272154298,0.0
arc_easy,White Box,PCA-G,1000,3,0.510116,0.5143897880502117,0.002
arc_easy,White Box,PCA-G,1000,5,0.503272,0.5121677776035356,0.008
arc_easy,White Box,PCA-G,1000,7,0.48364,0.4849099361518942,0.0
arc_easy,White Box,PCA-G,1000,9,0.49390399999999995,0.49385451362959787,0.002
arc_easy,White Box,PCA-G,1000,11,0.5425639999999999,0.5263456234742162,0.004
arc_easy,White Box,PCA-G,1000,13,0.701448,0.6593885530606114,0.004
arc_easy,White Box,PCA-G,1000,15,0.7594400000000001,0.7166074192119173,0.018
arc_easy,White Box,PCA-G,1000,17,0.845024,0.8222611218746425,0.346
arc_easy,White Box,PCA-G,1000,19,0.842544,0.8111464145285391,0.076
arc_easy,White Box,PCA-G,1000,21,0.850792,0.8259908618718274,0.22
arc_easy,White Box,PCA-G,1000,23,0.8525799999999999,0.8291755298820521,0.234
arc_easy,White Box,PCA-G,1000,25,0.8494079999999999,0.8245814701609923,0.216
arc_easy,White Box,PCA-G,1000,27,0.845012,0.8197189964303639,0.186
arc_easy,White Box,PCA-G,1000,29,0.843996,0.8197593037504542,0.156
arc_easy,White Box,PCA-G,1000,31,0.8405760000000001,0.8174314641773537,0.128
arc_easy,White Box,LR-G,1000,1,0.56966,0.5696594026114926,0.01
arc_easy,White Box,LR-G,1000,3,0.59218,0.5933498152168022,0.038
arc_easy,White Box,LR-G,1000,5,0.665952,0.6559733573679336,0.018
arc_easy,White Box,LR-G,1000,7,0.6996519999999999,0.6892502149057969,0.056
arc_easy,White Box,LR-G,1000,9,0.827268,0.8266498086385292,0.29
arc_easy,White Box,LR-G,1000,11,0.9310879999999999,0.9328732283618698,0.734
arc_easy,White Box,LR-G,1000,13,0.963276,0.9633132725604444,0.91
arc_easy,White Box,LR-G,1000,15,0.9747399999999999,0.9748797809333654,0.928
arc_easy,White Box,LR-G,1000,17,0.985768,0.9861675186160557,0.97
arc_easy,White Box,LR-G,1000,19,0.9849760000000001,0.9854613228655135,0.964
arc_easy,White Box,LR-G,1000,21,0.984664,0.985163372856777,0.972
arc_easy,White Box,LR-G,1000,23,0.983348,0.983910363387503,0.966
arc_easy,White Box,LR-G,1000,25,0.9824999999999999,0.9830612615984251,0.964
arc_easy,White Box,LR-G,1000,27,0.984004,0.9845113406120043,0.968
arc_easy,White Box,LR-G,1000,29,0.98316,0.9837153215290809,0.96
arc_easy,White Box,LR-G,1000,31,0.9830559999999999,0.983729350367591,0.958
arc_easy,Black Box,BB,2000,N/A,0.8740479999999999,0.867069756951873,0.426
arc_easy,White Box,LR,2000,1,0.52244,0.5269214805799898,0.004
arc_easy,White Box,LR,2000,3,0.5282359999999999,0.527720545565916,0.0
arc_easy,White Box,LR,2000,5,0.554216,0.5562335772389922,0.002
arc_easy,White Box,LR,2000,7,0.5987399999999999,0.5902516764735358,0.002
arc_easy,White Box,LR,2000,9,0.6681279999999999,0.666163147370439,0.076
arc_easy,White Box,LR,2000,11,0.777704,0.7768153183893545,0.212
arc_easy,White Box,LR,2000,13,0.8631480000000001,0.8600800809160328,0.416
arc_easy,White Box,LR,2000,15,0.8910720000000001,0.884301739061707,0.588
arc_easy,White Box,LR,2000,17,0.9033399999999999,0.8971289018673375,0.608
arc_easy,White Box,LR,2000,19,0.90054,0.8940441025840918,0.62
arc_easy,White Box,LR,2000,21,0.897804,0.8934555735501057,0.594
arc_easy,White Box,LR,2000,23,0.8937560000000001,0.8862690831614335,0.602
arc_easy,White Box,LR,2000,25,0.8883719999999999,0.8749251101304867,0.488
arc_easy,White Box,LR,2000,27,0.886164,0.8692247478616952,0.47
arc_easy,White Box,LR,2000,29,0.883688,0.86956220594471,0.438
arc_easy,White Box,LR,2000,31,0.876012,0.858526271053697,0.364
arc_easy,White Box,DIM,2000,1,0.508296,0.5111451108537763,0.002
arc_easy,White Box,DIM,2000,3,0.5170359999999999,0.5195459212823546,0.0
arc_easy,White Box,DIM,2000,5,0.523832,0.5260587883141414,0.004
arc_easy,White Box,DIM,2000,7,0.532824,0.5348394588985177,0.002
arc_easy,White Box,DIM,2000,9,0.567116,0.5646182658475298,0.01
arc_easy,White Box,DIM,2000,11,0.681548,0.6697977317781708,0.016
arc_easy,White Box,DIM,2000,13,0.770636,0.7611204499129973,0.132
arc_easy,White Box,DIM,2000,15,0.8168040000000001,0.8059613138853647,0.18
arc_easy,White Box,DIM,2000,17,0.8662440000000001,0.8518284921329112,0.506
arc_easy,White Box,DIM,2000,19,0.864276,0.8477521443909275,0.49
arc_easy,White Box,DIM,2000,21,0.8689119999999999,0.8553431320795888,0.48
arc_easy,White Box,DIM,2000,23,0.8683,0.8551430032107634,0.486
arc_easy,White Box,DIM,2000,25,0.8656,0.850351392715376,0.45
arc_easy,White Box,DIM,2000,27,0.864192,0.8494144197831947,0.4
arc_easy,White Box,DIM,2000,29,0.8638999999999999,0.8493375638880639,0.424
arc_easy,White Box,DIM,2000,31,0.860972,0.8462712617196588,0.384
arc_easy,White Box,LAT,2000,1,0.502256,0.503293370942485,0.002
arc_easy,White Box,LAT,2000,3,0.504872,0.5063823658343625,0.002
arc_easy,White Box,LAT,2000,5,0.505536,0.5061700372848682,0.002
arc_easy,White Box,LAT,2000,7,0.49896799999999997,0.5022791315704979,0.0
arc_easy,White Box,LAT,2000,9,0.504628,0.5044387172464675,0.0
arc_easy,White Box,LAT,2000,11,0.49727999999999994,0.4968257436763428,0.0
arc_easy,White Box,LAT,2000,13,0.501756,0.4997059578585622,0.0
arc_easy,White Box,LAT,2000,15,0.5095919999999999,0.5052506526767679,0.0
arc_easy,White Box,LAT,2000,17,0.531604,0.5211982641345583,0.002
arc_easy,White Box,LAT,2000,19,0.5422560000000001,0.5242555717302315,0.0
arc_easy,White Box,LAT,2000,21,0.538284,0.5213275457369011,0.0
arc_easy,White Box,LAT,2000,23,0.536,0.5199874540729378,0.0
arc_easy,White Box,LAT,2000,25,0.5469080000000001,0.5267934709956955,0.0
arc_easy,White Box,LAT,2000,27,0.628028,0.5753971375448999,0.002
arc_easy,White Box,LAT,2000,29,0.6435279999999999,0.5856572886645302,0.0
arc_easy,White Box,LAT,2000,31,0.677548,0.6112124739202005,0.0
arc_easy,White Box,CCS,2000,1,0.502182,0.5024377629195831,0.0
arc_easy,White Box,CCS,2000,3,0.51332,0.5142452120383665,0.002
arc_easy,White Box,CCS,2000,5,0.4891,0.5049601352795317,0.002
arc_easy,White Box,CCS,2000,7,0.53062,0.528082794494799,0.004
arc_easy,White Box,CCS,2000,9,0.5071720000000001,0.5080544347488064,0.0
arc_easy,White Box,CCS,2000,11,0.6914779999999999,0.676886245763727,0.0
arc_easy,White Box,CCS,2000,13,0.8149799999999999,0.8057252589851899,0.144
arc_easy,White Box,CCS,2000,15,0.8397119999999999,0.828835074595777,0.334
arc_easy,White Box,CCS,2000,17,0.9081039999999999,0.9056182123318983,0.65
arc_easy,White Box,CCS,2000,19,0.8984839999999998,0.8939832000911969,0.634
arc_easy,White Box,CCS,2000,21,0.904036,0.9008776251701861,0.638
arc_easy,White Box,CCS,2000,23,0.903012,0.8995631533031676,0.644
arc_easy,White Box,CCS,2000,25,0.9014,0.8926521205987251,0.518
arc_easy,White Box,CCS,2000,27,0.8988720000000001,0.8963663305656713,0.55
arc_easy,White Box,CCS,2000,29,0.8908480000000001,0.8741066614576202,0.488
arc_easy,White Box,CCS,2000,31,0.895072,0.8873838877645008,0.62
arc_easy,White Box,LDA,2000,1,0.52158,0.5260680335103503,0.0
arc_easy,White Box,LDA,2000,3,0.51414,0.516152106782175,0.0
arc_easy,White Box,LDA,2000,5,0.538052,0.5292210584229405,0.0
arc_easy,White Box,LDA,2000,7,0.5841559999999999,0.5639577625335775,0.004
arc_easy,White Box,LDA,2000,9,0.587992,0.5662632530668992,0.006
arc_easy,White Box,LDA,2000,11,0.631632,0.6149295250074687,0.004
arc_easy,White Box,LDA,2000,13,0.666708,0.6486608051693421,0.006
arc_easy,White Box,LDA,2000,15,0.706592,0.6699393562230205,0.0
arc_easy,White Box,LDA,2000,17,0.7168119999999999,0.7106652188417939,0.054
arc_easy,White Box,LDA,2000,19,0.717776,0.7157825322990555,0.062
arc_easy,White Box,LDA,2000,21,0.7281120000000001,0.7066255686586159,0.006
arc_easy,White Box,LDA,2000,23,0.7211239999999999,0.6986767876191449,0.022
arc_easy,White Box,LDA,2000,25,0.705112,0.6868641078759014,0.002
arc_easy,White Box,LDA,2000,27,0.709356,0.6975430354981826,0.066
arc_easy,White Box,LDA,2000,29,0.7233,0.6932487961081968,0.002
