Source,Target,Method,Layer,InDist_AUC,InDist_MAP,InDist_BRP_90,OutDist_AUC,OutDist_MAP,OutDist_BRP_90,Recovered_AUC,Recovered_MAP,Recovered_BRP_90
open_book_qa,dbpedia_14,Grouped Logistic Regression,16,0.869712,0.7344566008890581,0.316,0.9207674808429118,0.45493519735011667,0.0,1.0587038937520832,0.6194173989306089,0.0
open_book_qa,rte,Grouped Logistic Regression,16,0.869712,0.7344566008890581,0.316,0.6428208369716796,0.6284452042397486,0.032490974729241874,0.7391191991966071,0.855660094114502,0.102819540282411
open_book_qa,copa,Grouped Logistic Regression,16,0.869712,0.7344566008890581,0.316,0.6992,0.6492740269641848,0.0,0.8039442942031385,0.8840195951377386,0.0
open_book_qa,boolq,Grouped Logistic Regression,16,0.869712,0.7344566008890581,0.316,0.708952,0.6942073552289876,0.008,0.8151572014643929,0.9451986058654128,0.02531645569620253
got_cities,commonsense_qa,Linear Discriminant Analysis,25,0.9999455391083664,0.9999461067788978,1.0,0.556215625,0.23250654990598082,0.0,0.5562459186486972,0.23251908110822947,0.0
got_cities,race,Linear Discriminant Analysis,25,0.9999455391083664,0.9999461067788978,1.0,0.5302346666666666,0.27035183823489484,0.0,0.530263545292144,0.27036640915156185,0.0
got_cities,arc_easy,Linear Discriminant Analysis,25,0.9999455391083664,0.9999461067788978,1.0,0.5601045994898369,0.2964719864870734,0.008032128514056224,0.5601351049470876,0.2964879651785349,0.008032128514056224
got_cities,arc_challenge,Linear Discriminant Analysis,25,0.9999455391083664,0.9999461067788978,1.0,0.5247900254788589,0.2685846612739477,0.0,0.524818607568173,0.268599136946623,0.0
got_cities,open_book_qa,Linear Discriminant Analysis,25,0.9999455391083664,0.9999461067788978,1.0,0.5422986666666667,0.28741088467760517,0.0,0.5423282023441245,0.2874263750107842,0.0
got_cities,got_cities,Linear Discriminant Analysis,25,0.9999455391083664,0.9999461067788978,1.0,0.9999455391083664,0.9999461067788978,1.0,1.0,1.0,1.0
got_cities,got_sp_en_trans,Linear Discriminant Analysis,25,0.9999455391083664,0.9999461067788978,1.0,0.7363258026159335,0.7266892693867698,0.15517241379310345,0.7363659057597298,0.7267284351230051,0.15517241379310345
got_cities,got_larger_than,Linear Discriminant Analysis,25,0.9999455391083664,0.9999461067788978,1.0,0.6792148631931946,0.6613029767215745,0.009685230024213076,0.6792518558549082,0.6613386183899588,0.009685230024213076
got_cities,imdb,Linear Discriminant Analysis,25,0.9999455391083664,0.9999461067788978,1.0,0.606448,0.5700804105394147,0.002,0.6064810294976253,0.5701111356649019,0.002
got_cities,amazon_polarity,Linear Discriminant Analysis,25,0.9999455391083664,0.9999461067788978,1.0,0.33330399999999993,0.38496922256050664,0.0,0.33332215302165474,0.38498997091013104,0.0
got_cities,ag_news,Linear Discriminant Analysis,25,0.9999455391083664,0.9999461067788978,1.0,0.5311466666666667,0.2567986814635598,0.0,0.5311755949631823,0.2568125219175853,0.0
got_cities,dbpedia_14,Linear Discriminant Analysis,25,0.9999455391083664,0.9999461067788978,1.0,0.6503382423371646,0.09583761067728612,0.0,0.6503736622667067,0.0958427759532016,0.0
got_cities,rte,Linear Discriminant Analysis,25,0.9999455391083664,0.9999461067788978,1.0,0.5205202726478906,0.5214176713743724,0.0036101083032490976,0.5205486221899938,0.5214457737667508,0.0036101083032490976
got_cities,copa,Linear Discriminant Analysis,25,0.9999455391083664,0.9999461067788978,1.0,0.5104,0.49612701389064773,0.0,0.5104277983530129,0.4961537532145704,0.0
got_cities,boolq,Linear Discriminant Analysis,25,0.9999455391083664,0.9999461067788978,1.0,0.486732,0.4895642875131505,0.0,0.48675850930242687,0.48959067313154714,0.0
got_sp_en_trans,commonsense_qa,Logistic Regression,31,1.0,1.0000000000000002,1.0,0.565478125,0.24917167441025373,0.0,0.565478125,0.24917167441025367,0.0
got_sp_en_trans,race,Logistic Regression,31,1.0,1.0000000000000002,1.0,0.5253973333333333,0.27681560651753667,0.0,0.5253973333333333,0.2768156065175366,0.0
got_sp_en_trans,arc_easy,Logistic Regression,31,1.0,1.0000000000000002,1.0,0.524430611928406,0.29061226314759137,0.004016064257028112,0.524430611928406,0.2906122631475913,0.004016064257028112
got_sp_en_trans,arc_challenge,Logistic Regression,31,1.0,1.0000000000000002,1.0,0.5340826280990856,0.2866714018210984,0.0,0.5340826280990856,0.28667140182109835,0.0
got_sp_en_trans,open_book_qa,Logistic Regression,31,1.0,1.0000000000000002,1.0,0.5039893333333333,0.2552425841150443,0.0,0.5039893333333333,0.25524258411504425,0.0
got_sp_en_trans,got_cities,Logistic Regression,31,1.0,1.0000000000000002,1.0,0.9776274657168688,0.982473521670552,0.9405940594059405,0.9776274657168688,0.9824735216705518,0.9405940594059405
got_sp_en_trans,got_sp_en_trans,Logistic Regression,31,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0
got_sp_en_trans,got_larger_than,Logistic Regression,31,1.0,1.0000000000000002,1.0,0.8990496514606992,0.9201244729666123,0.7191283292978208,0.8990496514606992,0.920124472966612,0.7191283292978208
got_sp_en_trans,imdb,Logistic Regression,31,1.0,1.0000000000000002,1.0,0.47614799999999996,0.4846643431255685,0.002,0.47614799999999996,0.4846643431255684,0.002
got_sp_en_trans,amazon_polarity,Logistic Regression,31,1.0,1.0000000000000002,1.0,0.825264,0.8248229442670434,0.344,0.825264,0.8248229442670432,0.344
got_sp_en_trans,ag_news,Logistic Regression,31,1.0,1.0000000000000002,1.0,0.612464,0.3395928304416751,0.0,0.612464,0.33959283044167504,0.0
got_sp_en_trans,dbpedia_14,Logistic Regression,31,1.0,1.0000000000000002,1.0,0.817663433908046,0.2012790461868389,0.013888888888888888,0.817663433908046,0.20127904618683884,0.013888888888888888
got_sp_en_trans,rte,Logistic Regression,31,1.0,1.0000000000000002,1.0,0.620469444408242,0.6332081127423068,0.02888086642599278,0.620469444408242,0.6332081127423067,0.02888086642599278
got_sp_en_trans,copa,Logistic Regression,31,1.0,1.0000000000000002,1.0,0.5839000000000001,0.5722283884961447,0.0,0.5839000000000001,0.5722283884961445,0.0
got_sp_en_trans,boolq,Logistic Regression,31,1.0,1.0000000000000002,1.0,0.637784,0.6256593769821722,0.018,0.637784,0.6256593769821721,0.018
got_larger_than,commonsense_qa,Linear Discriminant Analysis,14,1.0,1.0,1.0,0.428403125,0.17112297747720362,0.0,0.428403125,0.17112297747720362,0.0
got_larger_than,race,Linear Discriminant Analysis,14,1.0,1.0,1.0,0.4761066666666667,0.2326888886994271,0.0,0.4761066666666667,0.2326888886994271,0.0
got_larger_than,arc_easy,Linear Discriminant Analysis,14,1.0,1.0,1.0,0.5188049133952588,0.2622078986008043,0.0,0.5188049133952588,0.2622078986008043,0.0
got_larger_than,arc_challenge,Linear Discriminant Analysis,14,1.0,1.0,1.0,0.5073058899249465,0.2563632347049132,0.0,0.5073058899249465,0.2563632347049132,0.0
got_larger_than,open_book_qa,Linear Discriminant Analysis,14,1.0,1.0,1.0,0.49225599999999997,0.23937055472871477,0.0,0.49225599999999997,0.23937055472871477,0.0
got_larger_than,got_cities,Linear Discriminant Analysis,14,1.0,1.0,1.0,0.47066191767691623,0.5886697932462502,0.10231023102310231,0.47066191767691623,0.5886697932462502,0.10231023102310231
got_larger_than,got_sp_en_trans,Linear Discriminant Analysis,14,1.0,1.0,1.0,0.5172413793103448,0.5445716717401285,0.017241379310344827,0.5172413793103448,0.5445716717401285,0.017241379310344827
got_larger_than,got_larger_than,Linear Discriminant Analysis,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
got_larger_than,imdb,Linear Discriminant Analysis,14,1.0,1.0,1.0,0.0004240000000000004,0.3073583329331866,0.0,0.0004240000000000004,0.3073583329331866,0.0
got_larger_than,amazon_polarity,Linear Discriminant Analysis,14,1.0,1.0,1.0,0.6036239999999999,0.6661462998939456,0.15,0.6036239999999999,0.6661462998939456,0.15
got_larger_than,ag_news,Linear Discriminant Analysis,14,1.0,1.0,1.0,0.36967466666666665,0.18814503001083321,0.0,0.36967466666666665,0.18814503001083321,0.0
got_larger_than,dbpedia_14,Linear Discriminant Analysis,14,1.0,1.0,1.0,0.05112547892720307,0.03819679606000904,0.0,0.05112547892720307,0.03819679606000904,0.0
got_larger_than,rte,Linear Discriminant Analysis,14,1.0,1.0,1.0,0.5604139243310873,0.5532340824463089,0.0,0.5604139243310873,0.5532340824463089,0.0
got_larger_than,copa,Linear Discriminant Analysis,14,1.0,1.0,1.0,0.4646,0.46272428184831366,0.0,0.4646,0.46272428184831366,0.0
got_larger_than,boolq,Linear Discriminant Analysis,14,1.0,1.0,1.0,0.573072,0.566372942575377,0.024,0.573072,0.566372942575377,0.024
imdb,commonsense_qa,Linear Artificial Tomography,16,1.0,1.0,1.0,0.6941718749999999,0.35392324538771114,0.0,0.6941718749999999,0.35392324538771114,0.0
imdb,race,Linear Artificial Tomography,16,1.0,1.0,1.0,0.6274453333333334,0.3551274900190285,0.0,0.6274453333333334,0.3551274900190285,0.0
imdb,arc_easy,Linear Artificial Tomography,16,1.0,1.0,1.0,0.7079396146503456,0.46464516184278126,0.008032128514056224,0.7079396146503456,0.46464516184278126,0.008032128514056224
imdb,arc_challenge,Linear Artificial Tomography,16,1.0,1.0,1.0,0.5939020952239107,0.32458903291961705,0.00796812749003984,0.5939020952239107,0.32458903291961705,0.00796812749003984
imdb,open_book_qa,Linear Artificial Tomography,16,1.0,1.0,1.0,0.5778506666666667,0.324168094538795,0.008,0.5778506666666667,0.324168094538795,0.008
imdb,got_cities,Linear Artificial Tomography,16,1.0,1.0,1.0,0.517095273883824,0.550911385458912,0.0033003300330033004,0.517095273883824,0.550911385458912,0.0033003300330033004
imdb,got_sp_en_trans,Linear Artificial Tomography,16,1.0,1.0,1.0,0.5258620689655172,0.5248042149707457,0.017241379310344827,0.5258620689655172,0.5248042149707457,0.017241379310344827
imdb,got_larger_than,Linear Artificial Tomography,16,1.0,1.0,1.0,0.4512777820119717,0.47211548008762116,0.002421307506053269,0.4512777820119717,0.47211548008762116,0.002421307506053269
imdb,imdb,Linear Artificial Tomography,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
imdb,amazon_polarity,Linear Artificial Tomography,16,1.0,1.0,1.0,0.69648,0.7064377166852697,0.15,0.69648,0.7064377166852697,0.15
imdb,ag_news,Linear Artificial Tomography,16,1.0,1.0,1.0,0.8546773333333335,0.5954022720626214,0.004,0.8546773333333335,0.5954022720626214,0.004
imdb,dbpedia_14,Linear Artificial Tomography,16,1.0,1.0,1.0,0.8831267959770115,0.2844586941214103,0.0,0.8831267959770115,0.2844586941214103,0.0
imdb,rte,Linear Artificial Tomography,16,1.0,1.0,1.0,0.5486321990381733,0.5411639652047884,0.036101083032490974,0.5486321990381733,0.5411639652047884,0.036101083032490974
imdb,copa,Linear Artificial Tomography,16,1.0,1.0,1.0,0.577,0.5702789085357352,0.02,0.577,0.5702789085357352,0.02
imdb,boolq,Linear Artificial Tomography,16,1.0,1.0,1.0,0.511984,0.556281109784379,0.02,0.511984,0.556281109784379,0.02
amazon_polarity,commonsense_qa,Logistic Regression,8,1.0,1.0,1.0,0.576471875,0.25842490040775856,0.015,0.576471875,0.25842490040775856,0.015
amazon_polarity,race,Logistic Regression,8,1.0,1.0,1.0,0.522928,0.2637371119354315,0.004,0.522928,0.2637371119354315,0.004
amazon_polarity,arc_easy,Logistic Regression,8,1.0,1.0,1.0,0.5027994802111242,0.25660432823415785,0.004016064257028112,0.5027994802111242,0.25660432823415785,0.004016064257028112
amazon_polarity,arc_challenge,Logistic Regression,8,1.0,1.0,1.0,0.5155825296943068,0.2708354037129377,0.0,0.5155825296943068,0.2708354037129377,0.0
amazon_polarity,open_book_qa,Logistic Regression,8,1.0,1.0,1.0,0.4773866666666667,0.2397190691826841,0.0,0.4773866666666667,0.2397190691826841,0.0
amazon_polarity,got_cities,Logistic Regression,8,1.0,1.0,1.0,0.47106492827500573,0.509638703326607,0.0297029702970297,0.47106492827500573,0.509638703326607,0.0297029702970297
amazon_polarity,got_sp_en_trans,Logistic Regression,8,1.0,1.0,1.0,0.4589774078478003,0.4843286778293862,0.017241379310344827,0.4589774078478003,0.4843286778293862,0.017241379310344827
amazon_polarity,got_larger_than,Logistic Regression,8,1.0,1.0,1.0,0.5018438285972245,0.4989464291376,0.002421307506053269,0.5018438285972245,0.4989464291376,0.002421307506053269
amazon_polarity,imdb,Logistic Regression,8,1.0,1.0,1.0,0.968732,0.9669610017352528,0.936,0.968732,0.9669610017352528,0.936
amazon_polarity,amazon_polarity,Logistic Regression,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
amazon_polarity,ag_news,Logistic Regression,8,1.0,1.0,1.0,0.8138293333333334,0.6804834312029308,0.24,0.8138293333333334,0.6804834312029308,0.24
amazon_polarity,dbpedia_14,Logistic Regression,8,1.0,1.0,1.0,0.9885955459770115,0.9433063322373394,0.875,0.9885955459770115,0.9433063322373394,0.875
amazon_polarity,rte,Logistic Regression,8,1.0,1.0,1.0,0.523530868380925,0.5344483176542241,0.010830324909747292,0.523530868380925,0.5344483176542241,0.010830324909747292
amazon_polarity,copa,Logistic Regression,8,1.0,1.0,1.0,0.5424,0.56383690182304,0.0,0.5424,0.56383690182304,0.0
amazon_polarity,boolq,Logistic Regression,8,1.0,1.0,1.0,0.500988,0.5168909032162261,0.0,0.500988,0.5168909032162261,0.0
ag_news,commonsense_qa,Logistic Regression,8,0.981024,0.9541644863826122,0.916,0.5578531250000001,0.25919403975935085,0.0,0.5686437080030663,0.2716450291940714,0.0
ag_news,race,Logistic Regression,8,0.981024,0.9541644863826122,0.916,0.5332426666666666,0.28375606991022906,0.008,0.5435572082504267,0.2973869536750346,0.008733624454148471
ag_news,arc_easy,Logistic Regression,8,0.981024,0.9541644863826122,0.916,0.5536981481184391,0.285159256093647,0.0,0.5644083611801944,0.2988575451751832,0.0
ag_news,arc_challenge,Logistic Regression,8,0.981024,0.9541644863826122,0.916,0.5042526821951181,0.2722182029178836,0.00398406374501992,0.5140064689499116,0.2852948383668163,0.004349414568799039
