Source,Target,Method,Layer_Config,Layer,InDist_AUC,OutDist_AUC,Recovered_AUC,Recovered_MAP,Recovered_BRP_90
boolq,ag_news,Grouped Logistic Regression,L16,16,0.744748,0.39859199999999995,0.535203854189605,0.28336174032603106,0.0
boolq,dbpedia_14,Grouped Logistic Regression,L16,16,0.744748,0.7378472222222222,0.990734076791374,0.16443913802632054,0.0
boolq,rte,Grouped Logistic Regression,L16,16,0.744748,0.6158297384300591,0.8268968005688624,0.8181323351790251,0.027349305327644676
boolq,copa,Grouped Logistic Regression,L16,16,0.744748,0.5627,0.7555575845789448,0.7466854694392834,0.0
boolq,boolq,Grouped Logistic Regression,L16,16,0.744748,0.744748,1.0,1.0,1.0
commonsense_qa,commonsense_qa,Grouped Logistic Regression,L24,24,0.7849156250000001,0.7849156250000001,1.0,1.0,1.0
commonsense_qa,race,Grouped Logistic Regression,L24,24,0.7849156250000001,0.6468586666666665,0.8241123581488984,0.8110780241241387,0.0
commonsense_qa,arc_easy,Grouped Logistic Regression,L24,24,0.7849156250000001,0.7240038716784581,0.9223970687020762,1.0186934710034659,1.07095046854083
commonsense_qa,arc_challenge,Grouped Logistic Regression,L24,24,0.7849156250000001,0.6066628013978798,0.7729019299340355,0.7502839728345,0.35413899955732625
commonsense_qa,open_book_qa,Grouped Logistic Regression,L24,24,0.7849156250000001,0.6500853333333333,0.8282232033963309,0.8181142475290424,0.0
commonsense_qa,got_cities,Grouped Logistic Regression,L24,24,0.7849156250000001,0.5251337014889608,0.6690320395761783,1.3175871036769926,0.5133846718005134
commonsense_qa,got_sp_en_trans,Grouped Logistic Regression,L24,24,0.7849156250000001,0.3525564803804994,0.4491648135817138,0.8767876329642815,0.0
commonsense_qa,got_larger_than,Grouped Logistic Regression,L24,24,0.7849156250000001,0.645533479119887,0.82242403967928,1.5046948599608934,8.662900188323917
commonsense_qa,imdb,Grouped Logistic Regression,L24,24,0.7849156250000001,0.9467439999999999,1.2061729564881574,1.9433054405790138,19.422222222222224
commonsense_qa,amazon_polarity,Grouped Logistic Regression,L24,24,0.7849156250000001,0.49374000000000007,0.6290357641943999,0.9919093100356725,0.0
commonsense_qa,ag_news,Grouped Logistic Regression,L24,24,0.7849156250000001,0.6105173333333334,0.777812689527404,0.607684231303998,0.0
commonsense_qa,dbpedia_14,Grouped Logistic Regression,L24,24,0.7849156250000001,0.8244133141762451,1.0503209363124157,0.3408556845103989,0.0
commonsense_qa,rte,Grouped Logistic Regression,L24,24,0.7849156250000001,0.590324388432014,0.7520864276743298,1.1870372105571918,0.08022462896109106
commonsense_qa,copa,Grouped Logistic Regression,L24,24,0.7849156250000001,0.6104,0.7776632042456793,1.22537664978293,0.22222222222222224
commonsense_qa,boolq,Grouped Logistic Regression,L24,24,0.7849156250000001,0.6756880000000001,0.8608415713472387,1.2715430287837952,0.0
race,commonsense_qa,Grouped Logistic Regression,L24,24,0.7154879999999999,0.658615625,0.9205124684131671,0.6315141082870982,1.25
race,race,Grouped Logistic Regression,L24,24,0.7154879999999999,0.7154879999999999,1.0,1.0,1.0
race,arc_easy,Grouped Logistic Regression,L24,24,0.7154879999999999,0.7523195311204871,1.051477496646327,1.0025393080060196,1.004016064257028
race,arc_challenge,Grouped Logistic Regression,L24,24,0.7154879999999999,0.6276309980372237,0.877206882627275,0.809381527738289,5.9760956175298805
race,open_book_qa,Grouped Logistic Regression,L24,24,0.7154879999999999,0.6385653333333334,0.8924892287967562,0.7910331912180013,0.0
race,got_cities,Grouped Logistic Regression,L24,24,0.7154879999999999,0.6167369212168741,0.8619808036149791,1.390242630248969,16.5016501650165
race,got_sp_en_trans,Grouped Logistic Regression,L24,24,0.7154879999999999,0.4910820451843044,0.6863595828082435,0.9749641647880221,0.0
race,got_larger_than,Grouped Logistic Regression,L24,24,0.7154879999999999,0.7186006835943226,1.0043504343809018,1.4748675314608735,29.055690072639226
race,imdb,Grouped Logistic Regression,L24,24,0.7154879999999999,0.6399039999999999,0.8943602128896642,1.4761660618975612,50.0
race,amazon_polarity,Grouped Logistic Regression,L24,24,0.7154879999999999,0.657828,0.9194116463169194,1.3450067599134055,9.0
race,ag_news,Grouped Logistic Regression,L24,24,0.7154879999999999,0.7529386666666666,1.0523428298820758,1.1124771761194805,0.0
race,dbpedia_14,Grouped Logistic Regression,L24,24,0.7154879999999999,0.6127125239463601,0.8563561149122839,0.17901515044461302,0.0
race,rte,Grouped Logistic Regression,L24,24,0.7154879999999999,0.6388327750915559,0.892863018096119,1.3926026920062335,3.6101083032490977
race,copa,Grouped Logistic Regression,L24,24,0.7154879999999999,0.6648000000000001,0.9291560445458207,1.316049281493003,7.5
race,boolq,Grouped Logistic Regression,L24,24,0.7154879999999999,0.791548,1.1063050673107029,1.6603829584815968,58.0
arc_easy,commonsense_qa,Grouped Logistic Regression,L24,24,0.8326354686388697,0.737378125,0.8855953808998921,0.7380486301861338,0.3973404255319149
arc_easy,race,Grouped Logistic Regression,L24,24,0.8326354686388697,0.669216,0.8037322756547765,0.5886923886665789,0.0
arc_easy,arc_easy,Grouped Logistic Regression,L24,24,0.8326354686388697,0.8326354686388697,1.0,1.0,1.0
arc_easy,arc_challenge,Grouped Logistic Regression,L24,24,0.8326354686388697,0.6656365193431879,0.7994332987415499,0.6732343641511526,0.04221412223446639
arc_easy,open_book_qa,Grouped Logistic Regression,L24,24,0.8326354686388697,0.6375146666666667,0.7656587914863008,0.6048375698406082,0.08476595744680852
arc_easy,got_cities,Grouped Logistic Regression,L24,24,0.8326354686388697,0.5254713590170897,0.6310941327975027,0.7909585882732341,0.052454181588371604
arc_easy,got_sp_en_trans,Grouped Logistic Regression,L24,24,0.8326354686388697,0.5829369797859691,0.7001106747697297,1.0603716343595322,1.5528246515040351
arc_easy,got_larger_than,Grouped Logistic Regression,L24,24,0.8326354686388697,0.5721731381435079,0.6871832388774571,0.8314229783397785,0.02565555612796868
arc_easy,imdb,Grouped Logistic Regression,L24,24,0.8326354686388697,0.972628,1.1681318375614957,1.5115618312236891,5.011787234042553
arc_easy,amazon_polarity,Grouped Logistic Regression,L24,24,0.8326354686388697,0.70314,0.8444751953089876,1.1963689454543203,2.479404255319149
arc_easy,ag_news,Grouped Logistic Regression,L24,24,0.8326354686388697,0.7576853333333332,0.9099844552285775,0.930727732156544,0.7840851063829787
arc_easy,dbpedia_14,Grouped Logistic Regression,L24,24,0.8326354686388697,0.6371976772030652,0.7652780853123017,0.13621392505994742,0.0
arc_easy,rte,Grouped Logistic Regression,L24,24,0.8326354686388697,0.603422434803008,0.7247138243935703,0.9083636189324268,0.019125892925723944
arc_easy,copa,Grouped Logistic Regression,L24,24,0.8326354686388697,0.5716,0.6864948966615715,0.8793600576409738,0.05297872340425532
arc_easy,boolq,Grouped Logistic Regression,L24,24,0.8326354686388697,0.7258039999999999,0.8716947900219649,1.0769108220239594,0.09536170212765957
arc_challenge,commonsense_qa,Grouped Logistic Regression,L24,24,0.6679982340331598,0.6479218750000001,0.9699454908556493,0.74695447374085,0.0
arc_challenge,race,Grouped Logistic Regression,L24,24,0.6679982340331598,0.6334079999999999,0.9482180756312555,0.8699921146665335,0.0
arc_challenge,arc_easy,Grouped Logistic Regression,L24,24,0.6679982340331598,0.7384371039417323,1.1054476888109197,1.184632409442633,0.0
arc_challenge,arc_challenge,Grouped Logistic Regression,L24,24,0.6679982340331598,0.6679982340331598,1.0,1.0,0.0
arc_challenge,open_book_qa,Grouped Logistic Regression,L24,24,0.6679982340331598,0.63688,0.9534156941624263,0.9475230064268727,0.0
arc_challenge,got_cities,Grouped Logistic Regression,L24,24,0.6679982340331598,0.6708819396791164,1.0043169360322193,1.9257524899805325,0.0
arc_challenge,got_sp_en_trans,Grouped Logistic Regression,L24,24,0.6679982340331598,0.4854340071343639,0.726699536619234,1.210683914422106,0.0
arc_challenge,got_larger_than,Grouped Logistic Regression,L24,24,0.6679982340331598,0.5049510755178257,0.7559167820984982,1.2024751476877884,0.0
arc_challenge,imdb,Grouped Logistic Regression,L24,24,0.6679982340331598,0.9619439999999999,1.4400397351233842,2.3732184027895076,0.0
arc_challenge,amazon_polarity,Grouped Logistic Regression,L24,24,0.6679982340331598,0.46446799999999994,0.6953132154192843,1.1490688742819417,0.0
arc_challenge,ag_news,Grouped Logistic Regression,L24,24,0.6679982340331598,0.6359946666666667,0.9520903413572431,0.7709834285224217,0.0
arc_challenge,dbpedia_14,Grouped Logistic Regression,L24,24,0.6679982340331598,0.7168791906130269,1.0731752781511703,0.3083813491030647,0.0
arc_challenge,rte,Grouped Logistic Regression,L24,24,0.6679982340331598,0.5777606902214287,0.8649134994460904,1.4187916302769492,0.0
arc_challenge,copa,Grouped Logistic Regression,L24,24,0.6679982340331598,0.7029,1.05224829077184,1.7547823873685815,0.0
arc_challenge,boolq,Grouped Logistic Regression,L24,24,0.6679982340331598,0.7028919999999999,1.0522363146922749,1.685365729792696,0.0
open_book_qa,commonsense_qa,Grouped Logistic Regression,L24,24,0.7497706666666667,0.709071875,0.9457183463210084,0.7243198180345232,0.0
open_book_qa,race,Grouped Logistic Regression,L24,24,0.7497706666666667,0.6306826666666666,0.8411674325304803,0.7075349135343498,0.0
open_book_qa,arc_easy,Grouped Logistic Regression,L24,24,0.7497706666666667,0.7165118530045617,0.9556413512281466,0.7781859730641312,0.0
open_book_qa,arc_challenge,Grouped Logistic Regression,L24,24,0.7497706666666667,0.6359289145155027,0.8481645692311729,0.6821443721360119,0.9960159362549801
open_book_qa,open_book_qa,Grouped Logistic Regression,L24,24,0.7497706666666667,0.7497706666666667,1.0,1.0,1.0
open_book_qa,got_cities,Grouped Logistic Regression,L24,24,0.7497706666666667,0.5702926728316396,0.7606228119953652,1.2507730807658546,56.1056105610561
open_book_qa,got_sp_en_trans,Grouped Logistic Regression,L24,24,0.7497706666666667,0.5332936979785969,0.7112757562916087,0.9931430793824583,0.0
open_book_qa,got_larger_than,Grouped Logistic Regression,L24,24,0.7497706666666667,0.7307306720447443,0.9746055754533977,1.413973187789988,24.818401937046
open_book_qa,imdb,Grouped Logistic Regression,L24,24,0.7497706666666667,0.8894599999999999,1.1863094137229515,1.69518448192899,187.5
open_book_qa,amazon_polarity,Grouped Logistic Regression,L24,24,0.7497706666666667,0.858144,1.1445419755018422,1.6172462195683217,108.5
open_book_qa,ag_news,Grouped Logistic Regression,L24,24,0.7497706666666667,0.664832,0.8867138040431918,0.6877646026352435,2.0
open_book_qa,dbpedia_14,Grouped Logistic Regression,L24,24,0.7497706666666667,0.8384219348659004,1.118237845437939,0.4908109866712199,0.0
open_book_qa,rte,Grouped Logistic Regression,L24,24,0.7497706666666667,0.5214716730310573,0.6955082350039354,0.9338152762301339,1.8050541516245489
open_book_qa,copa,Grouped Logistic Regression,L24,24,0.7497706666666667,0.6645,0.8862710019774935,1.1742971911156344,0.0
open_book_qa,boolq,Grouped Logistic Regression,L24,24,0.7497706666666667,0.742024,0.9896679518003727,1.3833555621682627,19.0
got_cities,commonsense_qa,Grouped Logistic Regression,L24,24,0.9986275855308303,0.40084062499999995,0.40139150050309214,0.15984430642417732,0.0
got_cities,race,Grouped Logistic Regression,L24,24,0.9986275855308303,0.4892213333333334,0.4898936704950755,0.2433014591275533,0.0
got_cities,arc_easy,Grouped Logistic Regression,L24,24,0.9986275855308303,0.46056396023508145,0.46119691355237713,0.2251533883688435,0.0
got_cities,arc_challenge,Grouped Logistic Regression,L24,24,0.9986275855308303,0.5182208416002213,0.5189330328029702,0.2583759506578552,0.003997256009076278
got_cities,open_book_qa,Grouped Logistic Regression,L24,24,0.9986275855308303,0.4813973333333333,0.48205891796734396,0.2438652765866135,0.0
got_cities,got_cities,Grouped Logistic Regression,L24,24,0.9986275855308303,0.9986275855308303,1.0,1.0,1.0
got_cities,got_sp_en_trans,Grouped Logistic Regression,L24,24,0.9986275855308303,0.9414387633769322,0.9427325832146938,0.9498012235304574,0.7611326786937657
got_cities,got_larger_than,Grouped Logistic Regression,L24,24,0.9986275855308303,0.8896341070182743,0.8908567316867985,0.9119791306112884,0.685069672722608
got_cities,imdb,Grouped Logistic Regression,L24,24,0.9986275855308303,0.18681199999999998,0.1870687358397958,0.34270063040063575,0.0
got_cities,amazon_polarity,Grouped Logistic Regression,L24,24,0.9986275855308303,0.9199000000000002,0.9211642191027782,0.9118344789123677,0.716364238410596
got_cities,ag_news,Grouped Logistic Regression,L24,24,0.9986275855308303,0.36976,0.3702681613821537,0.1935413634588688,0.0
got_cities,dbpedia_14,Grouped Logistic Regression,L24,24,0.9986275855308303,0.9564625239463602,0.9577769909469737,0.8361279309011777,0.7524834437086093
got_cities,rte,Grouped Logistic Regression,L24,24,0.9986275855308303,0.5501700791095936,0.5509261781679556,0.6313289042250967,0.06157505917230497
got_cities,copa,Grouped Logistic Regression,L24,24,0.9986275855308303,0.6283,0.6291634730538922,0.5744208319920401,0.0
got_cities,boolq,Grouped Logistic Regression,L24,24,0.9986275855308303,0.6206640000000001,0.6215169788946698,0.687559028381444,0.13444370860927154
got_sp_en_trans,commonsense_qa,Grouped Logistic Regression,L24,24,0.9946492271105827,0.5034218749999999,0.5061300620143454,0.204080121299095,0.0
got_sp_en_trans,race,Grouped Logistic Regression,L24,24,0.9946492271105827,0.5054986666666667,0.5082180259015739,0.2584030216839968,0.0
got_sp_en_trans,arc_easy,Grouped Logistic Regression,L24,24,0.9946492271105827,0.4826763779485452,0.48527296336488523,0.2476077677486639,0.0
got_sp_en_trans,arc_challenge,Grouped Logistic Regression,L24,24,0.9946492271105827,0.5054069436539556,0.5081258094596254,0.2662545068611103,0.0040539596001957084
got_sp_en_trans,open_book_qa,Grouped Logistic Regression,L24,24,0.9946492271105827,0.4633706666666667,0.4658633958955968,0.23906817727013707,0.0
got_sp_en_trans,got_cities,Grouped Logistic Regression,L24,24,0.9946492271105827,0.9942271454868259,0.9995756477638023,0.9995680475301855,0.9973944762897342
got_sp_en_trans,got_sp_en_trans,Grouped Logistic Regression,L24,24,0.9946492271105827,0.9946492271105827,1.0,1.0,1.0
got_sp_en_trans,got_larger_than,Grouped Logistic Regression,L24,24,0.9946492271105827,0.8999701000768018,0.9048115411411719,0.9264509145895501,0.7834841340639735
got_sp_en_trans,imdb,Grouped Logistic Regression,L24,24,0.9946492271105827,0.170512,0.17142927913927075,0.3376668890532627,0.0
got_sp_en_trans,amazon_polarity,Grouped Logistic Regression,L24,24,0.9946492271105827,0.8812880000000001,0.8860289396294083,0.8809281860689521,0.5677894736842106
got_sp_en_trans,ag_news,Grouped Logistic Regression,L24,24,0.9946492271105827,0.43094400000000005,0.4332622881052003,0.20502448772705348,0.0
got_sp_en_trans,dbpedia_14,Grouped Logistic Regression,L24,24,0.9946492271105827,0.7928190852490422,0.7970841012485888,0.16021129808522547,0.0
got_sp_en_trans,rte,Grouped Logistic Regression,L24,24,0.9946492271105827,0.5677123382293526,0.5707663794989666,0.6091594134479654,0.0036734435366394327
got_sp_en_trans,copa,Grouped Logistic Regression,L24,24,0.9946492271105827,0.5813000000000001,0.5844271368798567,0.5379660975307414,0.0
got_sp_en_trans,boolq,Grouped Logistic Regression,L24,24,0.9946492271105827,0.607024,0.6102895206216378,0.6109649014190427,0.0
got_larger_than,commonsense_qa,Grouped Logistic Regression,L24,24,0.9306204527200136,0.4972968750000001,0.534371314907708,0.20839319505433904,0.0
got_larger_than,race,Grouped Logistic Regression,L24,24,0.9306204527200136,0.5651839999999999,0.6073195558383468,0.32858918479297383,0.0048731563421828905
got_larger_than,arc_easy,Grouped Logistic Regression,L24,24,0.9306204527200136,0.6558912079743742,0.7047891608843735,0.417356507479327,0.014678181753562924
got_larger_than,arc_challenge,Grouped Logistic Regression,L24,24,0.9306204527200136,0.5484390874419545,0.5893262777956136,0.29815579232871076,0.0
got_larger_than,open_book_qa,Grouped Logistic Regression,L24,24,0.9306204527200136,0.5114879999999999,0.5496204156109238,0.2646645949270405,0.0
got_larger_than,got_cities,Grouped Logistic Regression,L24,24,0.9306204527200136,0.9797187639556035,1.0527586849097132,1.0390441706342384,1.1539569886192158
got_larger_than,got_sp_en_trans,Grouped Logistic Regression,L24,24,0.9306204527200136,0.9289536266349584,0.9982089088197198,0.9814257204866593,0.9452242905096124
got_larger_than,got_larger_than,Grouped Logistic Regression,L24,24,0.9306204527200136,0.9306204527200136,1.0,1.0,1.0
got_larger_than,imdb,Grouped Logistic Regression,L24,24,0.9306204527200136,0.771548,0.8290683895297194,0.7819784335193566,0.021929203539823007
got_larger_than,amazon_polarity,Grouped Logistic Regression,L24,24,0.9306204527200136,0.914572,0.9827551042177214,0.9831189538053646,0.9039705014749262
got_larger_than,ag_news,Grouped Logistic Regression,L24,24,0.9306204527200136,0.5545546666666666,0.5958977852311504,0.39534791198604263,0.019492625368731562
got_larger_than,dbpedia_14,Grouped Logistic Regression,L24,24,0.9306204527200136,0.9409123563218391,1.011059184839259,0.5007397542462827,0.0
got_larger_than,rte,Grouped Logistic Regression,L24,24,0.9306204527200136,0.5906371775990825,0.6346703168544927,0.6781605229149733,0.048379710978350005
got_larger_than,copa,Grouped Logistic Regression,L24,24,0.9306204527200136,0.6727,0.7228510807320376,0.6872836894291132,0.0
got_larger_than,boolq,Grouped Logistic Regression,L24,24,0.9306204527200136,0.676888,0.727351304198822,0.7846245307183177,0.4312743362831858
imdb,commonsense_qa,Grouped Logistic Regression,L24,24,0.978952,0.596021875,0.608836669213608,0.2598185842697715,0.0
imdb,race,Grouped Logistic Regression,L24,24,0.978952,0.5577173333333333,0.5697085590849533,0.29464673455970736,0.00425531914893617
imdb,arc_easy,Grouped Logistic Regression,L24,24,0.978952,0.558035069706255,0.570033126962563,0.2957334710947973,0.00427240878407246
imdb,arc_challenge,Grouped Logistic Regression,L24,24,0.978952,0.5110133564540237,0.5220004213220093,0.2568216439923345,0.0
imdb,open_book_qa,Grouped Logistic Regression,L24,24,0.978952,0.5044746666666666,0.5153211461508497,0.2586639842860155,0.0
imdb,got_cities,Grouped Logistic Regression,L24,24,0.978952,0.5909987038307791,0.6037054971344653,0.6989686844278098,0.2984340987290219
imdb,got_sp_en_trans,Grouped Logistic Regression,L24,24,0.978952,0.5211058263971462,0.5323098848535436,0.5318861864228793,0.018341892883345562
imdb,got_larger_than,Grouped Logistic Regression,L24,24,0.978952,0.9025438385638656,0.9219490215698681,0.9372150534283537,0.7804852918448303
imdb,imdb,Grouped Logistic Regression,L24,24,0.978952,0.978952,1.0,1.0,1.0
imdb,amazon_polarity,Grouped Logistic Regression,L24,24,0.978952,0.7793559999999999,0.7961125775318911,0.7954778755261908,0.2872340425531915
imdb,ag_news,Grouped Logistic Regression,L24,24,0.978952,0.6657973333333334,0.6801123378197637,0.36516852313625153,0.0
imdb,dbpedia_14,Grouped Logistic Regression,L24,24,0.978952,0.7841684626436781,0.8010285107376849,0.17786018486572086,0.0
imdb,rte,Grouped Logistic Regression,L24,24,0.978952,0.5865969841911142,0.5992091381304846,0.635076061374461,0.003840540748137338
imdb,copa,Grouped Logistic Regression,L24,24,0.978952,0.5851,0.5976799679657429,0.6290696629605966,0.10638297872340427
imdb,boolq,Grouped Logistic Regression,L24,24,0.978952,0.616348,0.6295998169471025,0.6153670862261708,0.002127659574468085
amazon_polarity,commonsense_qa,Grouped Logistic Regression,L24,24,0.999892,0.513334375,0.5133898211006789,0.2318321911806821,0.005
amazon_polarity,race,Grouped Logistic Regression,L24,24,0.999892,0.5735413333333332,0.5736032824878419,0.30634984583005265,0.004
amazon_polarity,arc_easy,Grouped Logistic Regression,L24,24,0.999892,0.559468232450441,0.5595286615458879,0.28381014338643346,0.0
amazon_polarity,arc_challenge,Grouped Logistic Regression,L24,24,0.999892,0.5514710184628642,0.5515305837659109,0.2756072426216797,0.0
amazon_polarity,open_book_qa,Grouped Logistic Regression,L24,24,0.999892,0.5296266666666667,0.5296838725248993,0.26398233152045614,0.0
amazon_polarity,got_cities,Grouped Logistic Regression,L24,24,0.999892,0.9688919386988204,0.9689965903305761,0.9793578592816843,0.9372937293729373
amazon_polarity,got_sp_en_trans,Grouped Logistic Regression,L24,24,0.999892,0.7856718192627824,0.7857566809843287,0.7594833552156016,0.1724137931034483
amazon_polarity,got_larger_than,Grouped Logistic Regression,L24,24,0.999892,0.8955789152776881,0.8956756482476989,0.9222375604099342,0.7457627118644068
amazon_polarity,imdb,Grouped Logistic Regression,L24,24,0.999892,0.828172,0.8282614522368416,0.8285545266314636,0.368
amazon_polarity,amazon_polarity,Grouped Logistic Regression,L24,24,0.999892,0.999892,1.0,1.0,1.0
amazon_polarity,ag_news,Grouped Logistic Regression,L24,24,0.999892,0.73672,0.7367995743540303,0.6114238906295372,0.284
amazon_polarity,dbpedia_14,Grouped Logistic Regression,L24,24,0.999892,0.7678101053639846,0.7678930378120683,0.18331402069171476,0.0
amazon_polarity,rte,Grouped Logistic Regression,L24,24,0.999892,0.6079709106074627,0.6080365785579469,0.6703963342123533,0.1624548736462094
amazon_polarity,copa,Grouped Logistic Regression,L24,24,0.999892,0.6429,0.6429694406995956,0.6504717117906874,0.03
amazon_polarity,boolq,Grouped Logistic Regression,L24,24,0.999892,0.641412,0.6414812799782377,0.6425232497257308,0.008
ag_news,commonsense_qa,Grouped Logistic Regression,L24,24,0.9550826666666669,0.5555656250000001,0.5816937573990104,0.2489726537943478,0.0
ag_news,race,Grouped Logistic Regression,L24,24,0.9550826666666669,0.5381386666666667,0.5634472129463137,0.30865237567248444,0.0
ag_news,arc_easy,Grouped Logistic Regression,L24,24,0.9550826666666669,0.5694789811710224,0.596261455731953,0.3240961515552933,0.0
ag_news,arc_challenge,Grouped Logistic Regression,L24,24,0.9550826666666669,0.49433241666179073,0.5175807643824799,0.27848176114794965,0.0
ag_news,open_book_qa,Grouped Logistic Regression,L24,24,0.9550826666666669,0.5413173333333333,0.5667753716257719,0.3136570552034847,0.010869565217391304
ag_news,got_cities,Grouped Logistic Regression,L24,24,0.9550826666666669,0.2695705214085765,0.28224836531627606,0.4117766724876085,0.004484144066580572
ag_news,got_sp_en_trans,Grouped Logistic Regression,L24,24,0.9550826666666669,0.6468489892984542,0.6772701587769584,0.6925613978673234,0.0
ag_news,got_larger_than,Grouped Logistic Regression,L24,24,0.9550826666666669,0.3336186528618917,0.34930866667935023,0.45734139707551713,0.0
ag_news,imdb,Grouped Logistic Regression,L24,24,0.9550826666666669,0.87088,0.9118372999475087,0.9589576856522651,0.5434782608695653
ag_news,amazon_polarity,Grouped Logistic Regression,L24,24,0.9550826666666669,0.869468,0.9103588938898132,0.9605892683753872,0.6141304347826088
ag_news,ag_news,Grouped Logistic Regression,L24,24,0.9550826666666669,0.9550826666666669,1.0,1.0,1.0
ag_news,dbpedia_14,Grouped Logistic Regression,L24,24,0.9550826666666669,0.8319713840996169,0.871098820171535,0.19997728249376723,0.0
ag_news,rte,Grouped Logistic Regression,L24,24,0.9550826666666669,0.505988609261166,0.529785145224252,0.5717297579904049,0.0
ag_news,copa,Grouped Logistic Regression,L24,24,0.9550826666666669,0.49360000000000004,0.5168139023218932,0.5754506735073591,0.0
ag_news,boolq,Grouped Logistic Regression,L24,24,0.9550826666666669,0.5080399999999999,0.5319330124303374,0.5538474674004189,0.005434782608695652
dbpedia_14,commonsense_qa,Grouped Logistic Regression,L24,24,1.0,0.478784375,0.478784375,0.20594054289632394,0.0
dbpedia_14,race,Grouped Logistic Regression,L24,24,1.0,0.5018933333333333,0.5018933333333333,0.24769331727017643,0.0
dbpedia_14,arc_easy,Grouped Logistic Regression,L24,24,1.0,0.49679410050321127,0.49679410050321127,0.24911559248002726,0.0
dbpedia_14,arc_challenge,Grouped Logistic Regression,L24,24,1.0,0.5158804036191682,0.5158804036191682,0.2595108891184915,0.00398406374501992
dbpedia_14,open_book_qa,Grouped Logistic Regression,L24,24,1.0,0.4879946666666667,0.4879946666666667,0.2370369101760212,0.0
dbpedia_14,got_cities,Grouped Logistic Regression,L24,24,1.0,0.9286562319598298,0.9286562319598298,0.9402341406295773,0.8052805280528053
dbpedia_14,got_sp_en_trans,Grouped Logistic Regression,L24,24,1.0,0.7098692033293699,0.7098692033293699,0.6863454274802527,0.08620689655172414
dbpedia_14,got_larger_than,Grouped Logistic Regression,L24,24,1.0,0.9158053339117893,0.9158053339117893,0.93395353090749,0.7675544794188862
dbpedia_14,imdb,Grouped Logistic Regression,L24,24,1.0,0.066084,0.066084,0.31406720643761243,0.0
dbpedia_14,amazon_polarity,Grouped Logistic Regression,L24,24,1.0,0.995936,0.995936,0.9959724500885287,0.998
dbpedia_14,ag_news,Grouped Logistic Regression,L24,24,1.0,0.5772853333333333,0.5772853333333333,0.34537967224774496,0.008
dbpedia_14,dbpedia_14,Grouped Logistic Regression,L24,24,1.0,1.0,1.0,1.0,1.0
dbpedia_14,rte,Grouped Logistic Regression,L24,24,1.0,0.634675285745937,0.634675285745937,0.674927639819443,0.1263537906137184
dbpedia_14,copa,Grouped Logistic Regression,L24,24,1.0,0.6043000000000001,0.6043000000000001,0.5766513350644576,0.0
dbpedia_14,boolq,Grouped Logistic Regression,L24,24,1.0,0.664488,0.664488,0.6695991219371438,0.078
rte,commonsense_qa,Grouped Logistic Regression,L24,24,0.7574450338203286,0.500721875,0.6610669456429162,0.2787669051676211,0.0
rte,race,Grouped Logistic Regression,L24,24,0.7574450338203286,0.5610133333333334,0.7406654057836357,0.3974728585095612,0.0
rte,arc_easy,Grouped Logistic Regression,L24,24,0.7574450338203286,0.5256177840523211,0.693935217188316,0.3777194899479815,0.0
rte,arc_challenge,Grouped Logistic Regression,L24,24,0.7574450338203286,0.5300347342273097,0.6997665976552403,0.3714853123937896,0.0
rte,open_book_qa,Grouped Logistic Regression,L24,24,0.7574450338203286,0.520384,0.6870254299184418,0.3534550631719204,0.029945945945945945
rte,got_cities,Grouped Logistic Regression,L24,24,0.7574450338203286,0.7749131348778443,1.0230618728456267,0.9996505763581384,0.49415752386049405
rte,got_sp_en_trans,Grouped Logistic Regression,L24,24,0.7574450338203286,0.5743162901307967,0.758228339334559,0.7805038399335354,0.3872320596458527
rte,got_larger_than,Grouped Logistic Regression,L24,24,0.7574450338203286,0.8127385398284566,1.0730000244760256,1.1110856693477102,3.5891630128918264
rte,imdb,Grouped Logistic Regression,L24,24,0.7574450338203286,0.5970679999999999,0.7882657794831206,0.7294936909634453,0.0
rte,amazon_polarity,Grouped Logistic Regression,L24,24,0.7574450338203286,0.868516,1.14663897869851,1.155794835950688,4.3271891891891885
rte,ag_news,Grouped Logistic Regression,L24,24,0.7574450338203286,0.5300373333333334,0.6997700290673,0.3219843684437052,0.0
rte,dbpedia_14,Grouped Logistic Regression,L24,24,0.7574450338203286,0.114119372605364,0.15066356964515257,0.0518577018156628,0.0
rte,rte,Grouped Logistic Regression,L24,24,0.7574450338203286,0.7574450338203286,1.0,1.0,1.0
rte,copa,Grouped Logistic Regression,L24,24,0.7574450338203286,0.5675,0.7492292835266183,0.754324740775374,0.22459459459459458
rte,boolq,Grouped Logistic Regression,L24,24,0.7574450338203286,0.6799959999999998,0.8977496315083106,0.8948654989956182,0.029945945945945945
copa,commonsense_qa,Grouped Logistic Regression,L24,24,0.7359,0.595628125,0.8093873148525614,0.369780205293749,0.0
copa,race,Grouped Logistic Regression,L24,24,0.7359,0.5563946666666667,0.7560737419033383,0.40565069707941526,0.030769230769230767
copa,arc_easy,Grouped Logistic Regression,L24,24,0.7359,0.6871052786378536,0.9336938152437201,0.6348288244983398,0.4016064257028112
copa,arc_challenge,Grouped Logistic Regression,L24,24,0.7359,0.5776147745466731,0.7849093280971233,0.45104631255887173,0.0
copa,open_book_qa,Grouped Logistic Regression,L24,24,0.7359,0.5731893333333333,0.7788956832903021,0.4367008415984711,0.09230769230769231
