Dataset,Method,Layer,Metric,Mean A,Mean B,W-Statistic,P-Value,Significant (p<0.05)
commonsense_qa,LR,27,Macro F1,0.7260644989505238,0.6732511197837382,0.0,1.862645149230957e-09,True
commonsense_qa,LR,29,AUC,0.7965871999999999,0.7828912000000001,9.0,6.146728992462158e-08,True
commonsense_qa,LR,29,Macro F1,0.7256164127346806,0.6712192333007404,0.0,1.862645149230957e-09,True
commonsense_qa,LR,31,AUC,0.7871488,0.7769637333333334,41.0,1.8244609236717224e-05,True
commonsense_qa,LR,31,Macro F1,0.7209429544683444,0.6871025503345052,0.0,1.862645149230957e-09,True
commonsense_qa,DIM,1,AUC,0.5027674666666667,0.5038357333333332,166.0,0.17719271034002304,False
commonsense_qa,DIM,1,Macro F1,0.5028551390563153,0.5023512694512922,208.0,0.6263462882488966,False
commonsense_qa,DIM,3,AUC,0.5005984000000001,0.5039402666666667,154.0,0.10943205840885639,False
commonsense_qa,DIM,3,Macro F1,0.49633431941165956,0.5064325093794786,32.0,5.144625902175903e-06,True
commonsense_qa,DIM,5,AUC,0.5160752,0.5254112000000001,116.0,0.015460003167390823,True
commonsense_qa,DIM,5,Macro F1,0.5053136409153839,0.5156533364391961,90.0,0.002560090273618698,True
commonsense_qa,DIM,7,AUC,0.5418858666666666,0.5503914666666667,56.0,0.00011058151721954346,True
commonsense_qa,DIM,7,Macro F1,0.5244108903431071,0.5319556050844396,112.0,0.012047622352838516,True
commonsense_qa,DIM,9,AUC,0.6039104000000001,0.6065919999999999,109.0,0.00993151031434536,True
commonsense_qa,DIM,9,Macro F1,0.5725662713204487,0.5798168954469489,48.0,0.0002472104677189815,True
