Dataset,Condition,Method,Algorithm,Layer,AUC,MAP,BRP_90
race,Setup B (Imbalanced),White Box,DIM,23,0.761118,0.7441651606867306,0.056
race,Setup A (Balanced),White Box,DIM,25,0.7605660000000001,0.7448786812943007,0.056
race,Setup B (Imbalanced),White Box,DIM,25,0.759666,0.743099254359012,0.048
race,Setup A (Balanced),White Box,DIM,27,0.7571260000000001,0.7367044651231351,0.024
race,Setup B (Imbalanced),White Box,DIM,27,0.7576459999999999,0.7371035860307105,0.028
race,Setup A (Balanced),White Box,DIM,29,0.7580540000000001,0.7383351441137576,0.044
race,Setup B (Imbalanced),White Box,DIM,29,0.75851,0.7387626151938929,0.044
race,Setup A (Balanced),White Box,DIM,31,0.7583139999999999,0.7414607169080785,0.058
race,Setup B (Imbalanced),White Box,DIM,31,0.759326,0.7420317727257736,0.058
race,Setup A (Balanced),White Box,LAT,1,0.510734,0.5130997103918546,0.002
race,Setup B (Imbalanced),White Box,LAT,1,0.486862,0.49479680651777935,0.002
race,Setup A (Balanced),White Box,LAT,3,0.499842,0.5005104298882178,0.0
race,Setup B (Imbalanced),White Box,LAT,3,0.499502,0.5008933012437669,0.0
race,Setup A (Balanced),White Box,LAT,5,0.500262,0.5012778419534994,0.0
race,Setup B (Imbalanced),White Box,LAT,5,0.50249,0.5057540133394589,0.002
race,Setup A (Balanced),White Box,LAT,7,0.505706,0.5103975463889605,0.0
race,Setup B (Imbalanced),White Box,LAT,7,0.505874,0.513813729562899,0.006
race,Setup A (Balanced),White Box,LAT,9,0.502698,0.5065674240425937,0.002
race,Setup B (Imbalanced),White Box,LAT,9,0.49805000000000005,0.5017784135832625,0.002
race,Setup A (Balanced),White Box,LAT,11,0.502506,0.5061017850820622,0.002
race,Setup B (Imbalanced),White Box,LAT,11,0.498186,0.5000916482712928,0.0
race,Setup A (Balanced),White Box,LAT,13,0.500754,0.5020194728578156,0.002
race,Setup B (Imbalanced),White Box,LAT,13,0.498406,0.49953798784794806,0.0
race,Setup A (Balanced),White Box,LAT,15,0.49859,0.5013187884823124,0.002
race,Setup B (Imbalanced),White Box,LAT,15,0.5071380000000001,0.5060086464157438,0.002
race,Setup A (Balanced),White Box,LAT,17,0.526938,0.5318186810594203,0.012
race,Setup B (Imbalanced),White Box,LAT,17,0.516774,0.5230532098758438,0.008
race,Setup A (Balanced),White Box,LAT,19,0.5448660000000001,0.5508196262570275,0.012
race,Setup B (Imbalanced),White Box,LAT,19,0.5254139999999999,0.5310396972223335,0.01
race,Setup A (Balanced),White Box,LAT,21,0.5362899999999999,0.5423446024947155,0.01
race,Setup B (Imbalanced),White Box,LAT,21,0.512574,0.5168069095081633,0.01
race,Setup A (Balanced),White Box,LAT,23,0.565574,0.5726910034554689,0.008
race,Setup B (Imbalanced),White Box,LAT,23,0.519498,0.5242246246924867,0.01
race,Setup A (Balanced),White Box,LAT,25,0.566334,0.5722537638350975,0.008
race,Setup B (Imbalanced),White Box,LAT,25,0.5325939999999999,0.5374426460303101,0.01
race,Setup A (Balanced),White Box,LAT,27,0.5398780000000001,0.5454596258064239,0.014
race,Setup B (Imbalanced),White Box,LAT,27,0.52905,0.5335294058935629,0.014
race,Setup A (Balanced),White Box,LAT,29,0.5329980000000001,0.5395512685983308,0.012
race,Setup B (Imbalanced),White Box,LAT,29,0.518158,0.5213715824688887,0.01
race,Setup A (Balanced),White Box,LAT,31,0.547034,0.5544926382704277,0.012
race,Setup B (Imbalanced),White Box,LAT,31,0.512106,0.514353165171149,0.006
race,Setup A (Balanced),White Box,CCS,1,0.5072760000000001,0.5067984891421536,0.002
race,Setup B (Imbalanced),White Box,CCS,1,0.492596,0.4973910626001682,0.002
race,Setup A (Balanced),White Box,CCS,3,0.513326,0.5234316301268034,0.002
race,Setup B (Imbalanced),White Box,CCS,3,0.529198,0.5423122741888742,0.002
race,Setup A (Balanced),White Box,CCS,5,0.511236,0.5199927727957272,0.006
race,Setup B (Imbalanced),White Box,CCS,5,0.517106,0.5217250291787197,0.002
race,Setup A (Balanced),White Box,CCS,7,0.537118,0.5455593206094425,0.002
race,Setup B (Imbalanced),White Box,CCS,7,0.528082,0.5325488576351193,0.004
race,Setup A (Balanced),White Box,CCS,9,0.524322,0.5341119476280575,0.0
race,Setup B (Imbalanced),White Box,CCS,9,0.515722,0.5152752502349985,0.0
race,Setup A (Balanced),White Box,CCS,11,0.58203,0.5712551194110326,0.0
race,Setup B (Imbalanced),White Box,CCS,11,0.5269379999999999,0.5247903354441857,0.002
race,Setup A (Balanced),White Box,CCS,13,0.694246,0.6833481263006572,0.042
race,Setup B (Imbalanced),White Box,CCS,13,0.534482,0.519616151693755,0.002
race,Setup A (Balanced),White Box,CCS,15,0.738186,0.7336861391989757,0.176
race,Setup B (Imbalanced),White Box,CCS,15,0.71121,0.7035382333982007,0.084
race,Setup A (Balanced),White Box,CCS,17,0.7924180000000001,0.7810047706819836,0.212
race,Setup B (Imbalanced),White Box,CCS,17,0.791426,0.7769301581067157,0.152
race,Setup A (Balanced),White Box,CCS,19,0.792394,0.7771361034258493,0.172
race,Setup B (Imbalanced),White Box,CCS,19,0.788518,0.7737482369118641,0.132
race,Setup A (Balanced),White Box,CCS,21,0.7864220000000001,0.7676883015595575,0.13
race,Setup B (Imbalanced),White Box,CCS,21,0.774486,0.7540196536867643,0.074
race,Setup A (Balanced),White Box,CCS,23,0.7950539999999999,0.7847759818980639,0.12
race,Setup B (Imbalanced),White Box,CCS,23,0.779038,0.7670020179191862,0.144
race,Setup A (Balanced),White Box,CCS,25,0.792314,0.7847845203906985,0.176
race,Setup B (Imbalanced),White Box,CCS,25,0.77923,0.7629700923301583,0.146
race,Setup A (Balanced),White Box,CCS,27,0.7934780000000001,0.7802735721132716,0.18
race,Setup B (Imbalanced),White Box,CCS,27,0.776174,0.7696162992296025,0.202
race,Setup A (Balanced),White Box,CCS,29,0.7843179999999998,0.77279434943389,0.118
race,Setup B (Imbalanced),White Box,CCS,29,0.780938,0.7564292249024157,0.068
race,Setup A (Balanced),White Box,CCS,31,0.787294,0.7724864803047093,0.138
race,Setup B (Imbalanced),White Box,CCS,31,0.77193,0.7468465357932299,0.02
race,Setup A (Balanced),White Box,LDA,1,0.526718,0.5259391315266966,0.002
race,Setup B (Imbalanced),White Box,LDA,1,0.507634,0.5068203298378596,0.006
race,Setup A (Balanced),White Box,LDA,3,0.54443,0.5469010369546254,0.0
race,Setup B (Imbalanced),White Box,LDA,3,0.5178659999999999,0.5177302890949009,0.004
race,Setup A (Balanced),White Box,LDA,5,0.5419579999999999,0.5427075194718504,0.008
race,Setup B (Imbalanced),White Box,LDA,5,0.526214,0.5166256721976155,0.0
race,Setup A (Balanced),White Box,LDA,7,0.537042,0.546187990972901,0.004
race,Setup B (Imbalanced),White Box,LDA,7,0.527094,0.5251542063954482,0.0
race,Setup A (Balanced),White Box,LDA,9,0.557842,0.5496709946969176,0.0
race,Setup B (Imbalanced),White Box,LDA,9,0.539614,0.5295743056572871,0.002
race,Setup A (Balanced),White Box,LDA,11,0.57681,0.5669256902047228,0.0
race,Setup B (Imbalanced),White Box,LDA,11,0.557154,0.5469517268847536,0.0
race,Setup A (Balanced),White Box,LDA,13,0.623602,0.6100638414396518,0.004
race,Setup B (Imbalanced),White Box,LDA,13,0.590522,0.5849567791662585,0.0
race,Setup A (Balanced),White Box,LDA,15,0.673546,0.6596915678614408,0.002
race,Setup B (Imbalanced),White Box,LDA,15,0.620574,0.6206435717134076,0.01
race,Setup A (Balanced),White Box,LDA,17,0.6889819999999999,0.6682299117453558,0.006
race,Setup B (Imbalanced),White Box,LDA,17,0.648874,0.6426183378727637,0.006
race,Setup A (Balanced),White Box,LDA,19,0.695818,0.6795426615676522,0.004
race,Setup B (Imbalanced),White Box,LDA,19,0.6549499999999999,0.6632807786533648,0.074
race,Setup A (Balanced),White Box,LDA,21,0.69829,0.6574380682589364,0.002
race,Setup B (Imbalanced),White Box,LDA,21,0.648998,0.6427244964307754,0.02
race,Setup A (Balanced),White Box,LDA,23,0.682234,0.6536598286941542,0.01
race,Setup B (Imbalanced),White Box,LDA,23,0.65707,0.6528812518419747,0.0
race,Setup A (Balanced),White Box,LDA,25,0.684566,0.6508447016138172,0.002
race,Setup B (Imbalanced),White Box,LDA,25,0.66257,0.6515382680717832,0.04
race,Setup A (Balanced),White Box,LDA,27,0.684122,0.6594002655169549,0.004
race,Setup B (Imbalanced),White Box,LDA,27,0.6632859999999999,0.6527107622588679,0.008
race,Setup A (Balanced),White Box,LDA,29,0.67213,0.6491897479024153,0.0
race,Setup B (Imbalanced),White Box,LDA,29,0.650342,0.6563460523986153,0.0
race,Setup A (Balanced),White Box,LDA,31,0.675674,0.6451846290022781,0.006
race,Setup B (Imbalanced),White Box,LDA,31,0.639478,0.6256146882731974,0.0
race,Setup A (Balanced),White Box,PCA,1,0.512194,0.5150729833969855,0.002
race,Setup B (Imbalanced),White Box,PCA,1,0.485778,0.494404390383856,0.002
race,Setup A (Balanced),White Box,PCA,3,0.498754,0.499282997056578,0.0
race,Setup B (Imbalanced),White Box,PCA,3,0.49919,0.5008152615471504,0.0
race,Setup A (Balanced),White Box,PCA,5,0.500894,0.5042251738375809,0.002
race,Setup B (Imbalanced),White Box,PCA,5,0.502482,0.5049374260502837,0.002
race,Setup A (Balanced),White Box,PCA,7,0.505266,0.5107864839975043,0.002
race,Setup B (Imbalanced),White Box,PCA,7,0.5064460000000001,0.5133879933594412,0.004
race,Setup A (Balanced),White Box,PCA,9,0.503226,0.5082797550079537,0.002
race,Setup B (Imbalanced),White Box,PCA,9,0.498014,0.5019219254722894,0.002
race,Setup A (Balanced),White Box,PCA,11,0.501718,0.5047425285996285,0.0
race,Setup B (Imbalanced),White Box,PCA,11,0.498706,0.5003007031154635,0.0
race,Setup A (Balanced),White Box,PCA,13,0.500614,0.5026154581152021,0.002
race,Setup B (Imbalanced),White Box,PCA,13,0.500246,0.5013359721627038,0.002
race,Setup A (Balanced),White Box,PCA,15,0.498074,0.5010292589653871,0.002
race,Setup B (Imbalanced),White Box,PCA,15,0.504146,0.5039997760221295,0.002
race,Setup A (Balanced),White Box,PCA,17,0.52375,0.5285475773210208,0.01
race,Setup B (Imbalanced),White Box,PCA,17,0.5135419999999999,0.5199608794042269,0.008
race,Setup A (Balanced),White Box,PCA,19,0.537582,0.5435033223458774,0.01
race,Setup B (Imbalanced),White Box,PCA,19,0.520858,0.5268705496396834,0.01
race,Setup A (Balanced),White Box,PCA,21,0.5417540000000001,0.5475992483977259,0.01
race,Setup B (Imbalanced),White Box,PCA,21,0.51965,0.5246363986622106,0.01
race,Setup A (Balanced),White Box,PCA,23,0.560886,0.5679054636004883,0.01
race,Setup B (Imbalanced),White Box,PCA,23,0.530474,0.5368211927031724,0.01
race,Setup A (Balanced),White Box,PCA,25,0.5596940000000001,0.5657314586728055,0.008
race,Setup B (Imbalanced),White Box,PCA,25,0.526346,0.5308312034439019,0.01
race,Setup A (Balanced),White Box,PCA,27,0.54113,0.5471866708795494,0.014
race,Setup B (Imbalanced),White Box,PCA,27,0.521038,0.5249700221051092,0.014
race,Setup A (Balanced),White Box,PCA,29,0.540726,0.5481999890831998,0.012
race,Setup B (Imbalanced),White Box,PCA,29,0.5195620000000001,0.5235317922340432,0.012
race,Setup A (Balanced),White Box,PCA,31,0.537774,0.5452780640916624,0.012
race,Setup B (Imbalanced),White Box,PCA,31,0.512826,0.5149399267857244,0.006
race,Setup A (Balanced),White Box,PCA-G,1,0.493902,0.5082218757351606,0.002
race,Setup B (Imbalanced),White Box,PCA-G,1,0.49348600000000004,0.5074208067038211,0.0
race,Setup A (Balanced),White Box,PCA-G,3,0.516142,0.5177997440807129,0.0
race,Setup B (Imbalanced),White Box,PCA-G,3,0.532474,0.5371231781345308,0.0
race,Setup A (Balanced),White Box,PCA-G,5,0.529546,0.5266377237969133,0.002
race,Setup B (Imbalanced),White Box,PCA-G,5,0.537254,0.5357129950493893,0.0
race,Setup A (Balanced),White Box,PCA-G,7,0.522482,0.526399310518179,0.006
race,Setup B (Imbalanced),White Box,PCA-G,7,0.523142,0.5267523909303862,0.002
race,Setup A (Balanced),White Box,PCA-G,9,0.524986,0.5273323073241167,0.004
race,Setup B (Imbalanced),White Box,PCA-G,9,0.5224059999999999,0.5227950256974667,0.002
race,Setup A (Balanced),White Box,PCA-G,11,0.5377700000000001,0.5302428206947237,0.002
race,Setup B (Imbalanced),White Box,PCA-G,11,0.525906,0.5211551284630537,0.002
race,Setup A (Balanced),White Box,PCA-G,13,0.663002,0.6522683301974563,0.018
race,Setup B (Imbalanced),White Box,PCA-G,13,0.634698,0.6259332196498159,0.012
race,Setup A (Balanced),White Box,PCA-G,15,0.6831579999999999,0.6662473930070828,0.006
race,Setup B (Imbalanced),White Box,PCA-G,15,0.68101,0.6630249652881182,0.018
race,Setup A (Balanced),White Box,PCA-G,17,0.756542,0.7368179544153481,0.042
race,Setup B (Imbalanced),White Box,PCA-G,17,0.7555540000000001,0.7354702193413353,0.048
race,Setup A (Balanced),White Box,PCA-G,19,0.759614,0.7419972817041061,0.06
race,Setup B (Imbalanced),White Box,PCA-G,19,0.7598779999999999,0.7434086014688858,0.068
race,Setup A (Balanced),White Box,PCA-G,21,0.7633539999999999,0.7484973464851986,0.076
race,Setup B (Imbalanced),White Box,PCA-G,21,0.764294,0.7517441157828371,0.08
race,Setup A (Balanced),White Box,PCA-G,23,0.7644419999999998,0.7524392788340443,0.066
race,Setup B (Imbalanced),White Box,PCA-G,23,0.765546,0.7560230885996992,0.08
race,Setup A (Balanced),White Box,PCA-G,25,0.7634700000000001,0.7516090597400287,0.064
race,Setup B (Imbalanced),White Box,PCA-G,25,0.765058,0.7566493008751479,0.082
race,Setup A (Balanced),White Box,PCA-G,27,0.763498,0.7495078551704017,0.058
race,Setup B (Imbalanced),White Box,PCA-G,27,0.767562,0.7629667359005206,0.15
race,Setup A (Balanced),White Box,PCA-G,29,0.763722,0.7486736989037729,0.064
race,Setup B (Imbalanced),White Box,PCA-G,29,0.767482,0.7605379088829229,0.156
race,Setup A (Balanced),White Box,PCA-G,31,0.7626539999999999,0.749987187010978,0.082
race,Setup B (Imbalanced),White Box,PCA-G,31,0.765514,0.7598629772980047,0.208
race,Setup A (Balanced),White Box,LR-G,1,0.66751,0.6567635612539724,0.01
race,Setup B (Imbalanced),White Box,LR-G,1,0.636086,0.6331713654684072,0.018
race,Setup A (Balanced),White Box,LR-G,3,0.690742,0.6755624646398837,0.018
race,Setup B (Imbalanced),White Box,LR-G,3,0.642642,0.6182528603243778,0.0
race,Setup A (Balanced),White Box,LR-G,5,0.7237779999999999,0.6993672255823938,0.0
race,Setup B (Imbalanced),White Box,LR-G,5,0.6714260000000001,0.6541430338741159,0.0
race,Setup A (Balanced),White Box,LR-G,7,0.737986,0.7223142375259093,0.006
race,Setup B (Imbalanced),White Box,LR-G,7,0.67749,0.669755211635811,0.004
race,Setup A (Balanced),White Box,LR-G,9,0.768906,0.761234338845993,0.08
race,Setup B (Imbalanced),White Box,LR-G,9,0.731742,0.7232530642408529,0.038
race,Setup A (Balanced),White Box,LR-G,11,0.7867740000000001,0.7783592385693183,0.112
race,Setup B (Imbalanced),White Box,LR-G,11,0.7585139999999999,0.7612780584609251,0.222
race,Setup A (Balanced),White Box,LR-G,13,0.862894,0.8619101260809611,0.44
race,Setup B (Imbalanced),White Box,LR-G,13,0.846414,0.8485985349907932,0.438
race,Setup A (Balanced),White Box,LR-G,15,0.908866,0.9094506920883279,0.69
race,Setup B (Imbalanced),White Box,LR-G,15,0.9021659999999999,0.905071947641348,0.62
race,Setup A (Balanced),White Box,LR-G,17,0.931918,0.9349008667090299,0.722
race,Setup B (Imbalanced),White Box,LR-G,17,0.926362,0.9301934966440302,0.73
race,Setup A (Balanced),White Box,LR-G,19,0.9301619999999999,0.9331807767831359,0.776
race,Setup B (Imbalanced),White Box,LR-G,19,0.9263620000000001,0.9297342328045777,0.74
race,Setup A (Balanced),White Box,LR-G,21,0.9273819999999999,0.9308414297754617,0.73
race,Setup B (Imbalanced),White Box,LR-G,21,0.926338,0.9289230908994688,0.724
race,Setup A (Balanced),White Box,LR-G,23,0.9267779999999999,0.9304097176069586,0.732
race,Setup B (Imbalanced),White Box,LR-G,23,0.921594,0.923755441181568,0.712
race,Setup A (Balanced),White Box,LR-G,25,0.9248499999999998,0.9278231215661064,0.744
race,Setup B (Imbalanced),White Box,LR-G,25,0.916522,0.9188888192333177,0.704
race,Setup A (Balanced),White Box,LR-G,27,0.92043,0.9234545476327027,0.698
race,Setup B (Imbalanced),White Box,LR-G,27,0.9098660000000001,0.9118790791840201,0.678
race,Setup A (Balanced),White Box,LR-G,29,0.92385,0.927226120217912,0.724
race,Setup B (Imbalanced),White Box,LR-G,29,0.9115179999999999,0.9148894477273064,0.688
race,Setup A (Balanced),White Box,LR-G,31,0.921154,0.924594861769071,0.686
race,Setup B (Imbalanced),White Box,LR-G,31,0.909094,0.9112318779917924,0.646
arc_easy,Setup A (Balanced),Black Box,BB,N/A,0.859432,0.8566379339633785,0.474
arc_easy,Setup B (Imbalanced),Black Box,BB,N/A,0.851704,0.8617775410935055,0.524
arc_easy,Setup A (Balanced),White Box,LR,1,0.52512,0.5305072701361591,0.002
arc_easy,Setup B (Imbalanced),White Box,LR,1,0.497316,0.5000945403062345,0.004
arc_easy,Setup A (Balanced),White Box,LR,3,0.532108,0.532263477959411,0.0
arc_easy,Setup B (Imbalanced),White Box,LR,3,0.5099640000000001,0.517577040493922,0.004
arc_easy,Setup A (Balanced),White Box,LR,5,0.565476,0.5645627054734225,0.004
arc_easy,Setup B (Imbalanced),White Box,LR,5,0.5502079999999999,0.5517450819154949,0.008
arc_easy,Setup A (Balanced),White Box,LR,7,0.595444,0.5858309710517404,0.006
arc_easy,Setup B (Imbalanced),White Box,LR,7,0.57816,0.5665344732290197,0.0
arc_easy,Setup A (Balanced),White Box,LR,9,0.670568,0.6521979561446015,0.006
arc_easy,Setup B (Imbalanced),White Box,LR,9,0.6448440000000001,0.6201965425712173,0.0
arc_easy,Setup A (Balanced),White Box,LR,11,0.7568919999999999,0.7418556090969268,0.056
arc_easy,Setup B (Imbalanced),White Box,LR,11,0.743896,0.7204023201671255,0.02
arc_easy,Setup A (Balanced),White Box,LR,13,0.846592,0.8538391523185902,0.468
arc_easy,Setup B (Imbalanced),White Box,LR,13,0.8380759999999999,0.8440838107426709,0.432
arc_easy,Setup A (Balanced),White Box,LR,15,0.869896,0.8716333819569929,0.464
arc_easy,Setup B (Imbalanced),White Box,LR,15,0.856436,0.8647728383188173,0.476
arc_easy,Setup A (Balanced),White Box,LR,17,0.899516,0.8990086854754946,0.672
arc_easy,Setup B (Imbalanced),White Box,LR,17,0.89174,0.8995147004923488,0.648
arc_easy,Setup A (Balanced),White Box,LR,19,0.89296,0.893536011546897,0.616
arc_easy,Setup B (Imbalanced),White Box,LR,19,0.8874159999999999,0.8946813125375705,0.636
arc_easy,Setup A (Balanced),White Box,LR,21,0.888276,0.8892933193505421,0.588
arc_easy,Setup B (Imbalanced),White Box,LR,21,0.8819720000000001,0.8875407416032028,0.568
arc_easy,Setup A (Balanced),White Box,LR,23,0.8828959999999999,0.8815320195588335,0.52
arc_easy,Setup B (Imbalanced),White Box,LR,23,0.8763479999999999,0.882934151000305,0.57
arc_easy,Setup A (Balanced),White Box,LR,25,0.8780039999999999,0.8794870286114493,0.526
arc_easy,Setup B (Imbalanced),White Box,LR,25,0.8749399999999999,0.8803556891941859,0.522
arc_easy,Setup A (Balanced),White Box,LR,27,0.8712359999999999,0.8674935491799437,0.494
arc_easy,Setup B (Imbalanced),White Box,LR,27,0.8664080000000001,0.8674914389997797,0.492
arc_easy,Setup A (Balanced),White Box,LR,29,0.8678,0.8651835224027783,0.53
arc_easy,Setup B (Imbalanced),White Box,LR,29,0.8651679999999999,0.8666792547901523,0.544
arc_easy,Setup A (Balanced),White Box,LR,31,0.8596120000000002,0.8522749251032063,0.406
arc_easy,Setup B (Imbalanced),White Box,LR,31,0.859896,0.8588216346659157,0.474
arc_easy,Setup A (Balanced),White Box,DIM,1,0.517628,0.5223373893444068,0.0
arc_easy,Setup B (Imbalanced),White Box,DIM,1,0.4925959999999999,0.49383575715455624,0.004
arc_easy,Setup A (Balanced),White Box,DIM,3,0.523592,0.5279118180643434,0.002
arc_easy,Setup B (Imbalanced),White Box,DIM,3,0.507952,0.5058097132434451,0.002
arc_easy,Setup A (Balanced),White Box,DIM,5,0.534624,0.5358070255203844,0.004
arc_easy,Setup B (Imbalanced),White Box,DIM,5,0.534428,0.5357676062944968,0.0
arc_easy,Setup A (Balanced),White Box,DIM,7,0.544884,0.539010057886967,0.004
arc_easy,Setup B (Imbalanced),White Box,DIM,7,0.552068,0.5386122352474343,0.002
arc_easy,Setup A (Balanced),White Box,DIM,9,0.573532,0.575574851682148,0.018
arc_easy,Setup B (Imbalanced),White Box,DIM,9,0.569268,0.5698765884593404,0.008
arc_easy,Setup A (Balanced),White Box,DIM,11,0.677824,0.6759346525954659,0.022
arc_easy,Setup B (Imbalanced),White Box,DIM,11,0.6724800000000001,0.6650925585558779,0.042
arc_easy,Setup A (Balanced),White Box,DIM,13,0.7758879999999999,0.77987530241397,0.196
arc_easy,Setup B (Imbalanced),White Box,DIM,13,0.7766120000000001,0.777396090136891,0.156
arc_easy,Setup A (Balanced),White Box,DIM,15,0.8073800000000001,0.8086471913084294,0.242
arc_easy,Setup B (Imbalanced),White Box,DIM,15,0.803836,0.8018326112662444,0.194
arc_easy,Setup A (Balanced),White Box,DIM,17,0.8454560000000001,0.8398488248948358,0.424
arc_easy,Setup B (Imbalanced),White Box,DIM,17,0.843572,0.8354422650018059,0.408
arc_easy,Setup A (Balanced),White Box,DIM,19,0.8446640000000001,0.8355457634095214,0.39
arc_easy,Setup B (Imbalanced),White Box,DIM,19,0.844868,0.834032732638031,0.364
arc_easy,Setup A (Balanced),White Box,DIM,21,0.8475800000000002,0.8411558919040589,0.41
arc_easy,Setup B (Imbalanced),White Box,DIM,21,0.8480079999999999,0.8400743453467885,0.416
arc_easy,Setup A (Balanced),White Box,DIM,23,0.8480839999999998,0.8404278132706999,0.398
arc_easy,Setup B (Imbalanced),White Box,DIM,23,0.8480679999999999,0.8390895073027658,0.36
arc_easy,Setup A (Balanced),White Box,DIM,25,0.8472920000000002,0.8394861070367597,0.434
arc_easy,Setup B (Imbalanced),White Box,DIM,25,0.84716,0.838277659428201,0.434
arc_easy,Setup A (Balanced),White Box,DIM,27,0.846016,0.8381331083278521,0.342
arc_easy,Setup B (Imbalanced),White Box,DIM,27,0.845596,0.8360428080065314,0.362
arc_easy,Setup A (Balanced),White Box,DIM,29,0.845156,0.83981505163868,0.366
arc_easy,Setup B (Imbalanced),White Box,DIM,29,0.844544,0.8376586358017188,0.332
arc_easy,Setup A (Balanced),White Box,DIM,31,0.842084,0.8364553866253389,0.334
arc_easy,Setup B (Imbalanced),White Box,DIM,31,0.8418640000000001,0.8345395511341747,0.332
arc_easy,Setup A (Balanced),White Box,LAT,1,0.5043960000000001,0.503115180618412,0.0
arc_easy,Setup B (Imbalanced),White Box,LAT,1,0.495552,0.4969599846366052,0.002
arc_easy,Setup A (Balanced),White Box,LAT,3,0.50932,0.5077559313059994,0.0
arc_easy,Setup B (Imbalanced),White Box,LAT,3,0.490568,0.49219992455900086,0.002
arc_easy,Setup A (Balanced),White Box,LAT,5,0.507852,0.507557151103394,0.0
arc_easy,Setup B (Imbalanced),White Box,LAT,5,0.508032,0.5074924481209293,0.0
arc_easy,Setup A (Balanced),White Box,LAT,7,0.502228,0.5031034412022712,0.002
arc_easy,Setup B (Imbalanced),White Box,LAT,7,0.503196,0.5047509579800016,0.002
arc_easy,Setup A (Balanced),White Box,LAT,9,0.5044879999999999,0.5068259091452838,0.002
arc_easy,Setup B (Imbalanced),White Box,LAT,9,0.504356,0.5066385422289928,0.002
arc_easy,Setup A (Balanced),White Box,LAT,11,0.499276,0.501261218743314,0.004
arc_easy,Setup B (Imbalanced),White Box,LAT,11,0.49926400000000004,0.5006497314497536,0.004
arc_easy,Setup A (Balanced),White Box,LAT,13,0.501008,0.5014952314684282,0.0
arc_easy,Setup B (Imbalanced),White Box,LAT,13,0.49937600000000004,0.501798879128573,0.004
arc_easy,Setup A (Balanced),White Box,LAT,15,0.5032559999999999,0.5037553648949132,0.004
arc_easy,Setup B (Imbalanced),White Box,LAT,15,0.503828,0.5041083478832638,0.004
arc_easy,Setup A (Balanced),White Box,LAT,17,0.525708,0.5191179191783662,0.002
arc_easy,Setup B (Imbalanced),White Box,LAT,17,0.5286799999999999,0.5210723976213204,0.002
arc_easy,Setup A (Balanced),White Box,LAT,19,0.516688,0.5116608632363797,0.002
arc_easy,Setup B (Imbalanced),White Box,LAT,19,0.537016,0.5267580599269158,0.004
arc_easy,Setup A (Balanced),White Box,LAT,21,0.514972,0.5105029784313917,0.002
arc_easy,Setup B (Imbalanced),White Box,LAT,21,0.549612,0.5326640762394117,0.002
arc_easy,Setup A (Balanced),White Box,LAT,23,0.52654,0.5189077492375646,0.002
arc_easy,Setup B (Imbalanced),White Box,LAT,23,0.573952,0.551782743497155,0.004
arc_easy,Setup A (Balanced),White Box,LAT,25,0.496984,0.49790977249796425,0.0
arc_easy,Setup B (Imbalanced),White Box,LAT,25,0.546796,0.5332950380180181,0.002
arc_easy,Setup A (Balanced),White Box,LAT,27,0.5152680000000001,0.5115527163647132,0.004
arc_easy,Setup B (Imbalanced),White Box,LAT,27,0.5634159999999999,0.5463816045283738,0.008
arc_easy,Setup A (Balanced),White Box,LAT,29,0.57208,0.5519209590850467,0.006
arc_easy,Setup B (Imbalanced),White Box,LAT,29,0.528164,0.5182062793115502,0.002
arc_easy,Setup A (Balanced),White Box,LAT,31,0.5882679999999999,0.5666611539863142,0.018
arc_easy,Setup B (Imbalanced),White Box,LAT,31,0.6601279999999999,0.6217924691683357,0.018
arc_easy,Setup A (Balanced),White Box,CCS,1,0.49104400000000004,0.495035915887524,0.004
arc_easy,Setup B (Imbalanced),White Box,CCS,1,0.491228,0.4947282860863755,0.002
arc_easy,Setup A (Balanced),White Box,CCS,3,0.5223099999999999,0.5169647690467358,0.004
arc_easy,Setup B (Imbalanced),White Box,CCS,3,0.477484,0.4851844062138697,0.002
arc_easy,Setup A (Balanced),White Box,CCS,5,0.494988,0.5024092884877679,0.0
arc_easy,Setup B (Imbalanced),White Box,CCS,5,0.505552,0.5106498103783453,0.002
arc_easy,Setup A (Balanced),White Box,CCS,7,0.49038800000000005,0.4962275177945272,0.0
arc_easy,Setup B (Imbalanced),White Box,CCS,7,0.49770400000000004,0.5069563898744309,0.004
arc_easy,Setup A (Balanced),White Box,CCS,9,0.551632,0.549850316929376,0.002
arc_easy,Setup B (Imbalanced),White Box,CCS,9,0.512768,0.5206624478490078,0.002
arc_easy,Setup A (Balanced),White Box,CCS,11,0.6877199999999999,0.6955073675849436,0.062
arc_easy,Setup B (Imbalanced),White Box,CCS,11,0.574736,0.5680233512790953,0.004
arc_easy,Setup A (Balanced),White Box,CCS,13,0.8069879999999999,0.7995946676923311,0.222
arc_easy,Setup B (Imbalanced),White Box,CCS,13,0.744972,0.7454558900513757,0.138
arc_easy,Setup A (Balanced),White Box,CCS,15,0.828036,0.835038474704253,0.428
arc_easy,Setup B (Imbalanced),White Box,CCS,15,0.8335520000000001,0.8379491633083105,0.402
arc_easy,Setup A (Balanced),White Box,CCS,17,0.884356,0.888596467441942,0.596
arc_easy,Setup B (Imbalanced),White Box,CCS,17,0.873956,0.8760688075896763,0.548
arc_easy,Setup A (Balanced),White Box,CCS,19,0.877976,0.881113971710523,0.542
