Dataset,Condition,Method,Algorithm,Layer,AUC,MAP,BRP_90
arc_challenge,Setup B (Imbalanced),White Box,LR,11,0.5997807630787129,0.6042020130563566,0.0
arc_challenge,Setup A (Balanced),White Box,LR,13,0.7052829386695898,0.7085835201090985,0.1505016722408027
arc_challenge,Setup B (Imbalanced),White Box,LR,13,0.6820393507902596,0.6817028221564612,0.05351170568561873
arc_challenge,Setup A (Balanced),White Box,LR,15,0.7391080636681917,0.7366050350643583,0.07023411371237458
arc_challenge,Setup B (Imbalanced),White Box,LR,15,0.7148018478540508,0.7119295586818054,0.08695652173913043
arc_challenge,Setup A (Balanced),White Box,LR,17,0.7763224125009788,0.7674749563091945,0.06688963210702341
arc_challenge,Setup B (Imbalanced),White Box,LR,17,0.7547678437601368,0.7454663555617712,0.09364548494983277
arc_challenge,Setup A (Balanced),White Box,LR,19,0.7646446907752711,0.7586183430637984,0.15384615384615385
arc_challenge,Setup B (Imbalanced),White Box,LR,19,0.7467366136844107,0.7349494662889098,0.033444816053511704
arc_challenge,Setup A (Balanced),White Box,LR,21,0.7535038757955728,0.7491958819393223,0.12040133779264214
arc_challenge,Setup B (Imbalanced),White Box,LR,21,0.7441751210836567,0.7370795813277891,0.04013377926421405
arc_challenge,Setup A (Balanced),White Box,LR,23,0.7504166620060179,0.7434860827369025,0.06354515050167224
arc_challenge,Setup B (Imbalanced),White Box,LR,23,0.7361438910079305,0.7250944019117367,0.030100334448160536
arc_challenge,Setup A (Balanced),White Box,LR,25,0.7440408943971546,0.7392312331285769,0.03678929765886288
arc_challenge,Setup B (Imbalanced),White Box,LR,25,0.7300477623292804,0.7200960379247044,0.03678929765886288
arc_challenge,Setup A (Balanced),White Box,LR,27,0.7421281641144953,0.7287677110479139,0.14381270903010032
arc_challenge,Setup B (Imbalanced),White Box,LR,27,0.723481840247872,0.7216547146381265,0.10702341137123746
arc_challenge,Setup A (Balanced),White Box,LR,29,0.7367031688683572,0.7240609094974062,0.06020066889632107
arc_challenge,Setup B (Imbalanced),White Box,LR,29,0.7227435934721088,0.7201515393208593,0.08361204013377926
arc_challenge,Setup A (Balanced),White Box,LR,31,0.7361438910079305,0.7253289979540987,0.05016722408026756
arc_challenge,Setup B (Imbalanced),White Box,LR,31,0.709175512578159,0.7148246509143652,0.09698996655518395
arc_challenge,Setup A (Balanced),White Box,DIM,1,0.5232156239863089,0.530658713211003,0.0033444816053511705
arc_challenge,Setup B (Imbalanced),White Box,DIM,1,0.5222312949519581,0.5293274816310368,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,DIM,3,0.5418283911813067,0.5601122104817471,0.016722408026755852
arc_challenge,Setup B (Imbalanced),White Box,DIM,3,0.5420185456538518,0.5592874441583848,0.010033444816053512
arc_challenge,Setup A (Balanced),White Box,DIM,5,0.5409223610474156,0.5635855749293239,0.013377926421404682
arc_challenge,Setup B (Imbalanced),White Box,DIM,5,0.5445464815829801,0.5670976706584764,0.013377926421404682
arc_challenge,Setup A (Balanced),White Box,DIM,7,0.5398038053265624,0.5562391820216592,0.010033444816053512
arc_challenge,Setup B (Imbalanced),White Box,DIM,7,0.5361237570049552,0.5513554313414051,0.0
arc_challenge,Setup A (Balanced),White Box,DIM,9,0.5391103007796334,0.5543994964169634,0.013377926421404682
arc_challenge,Setup B (Imbalanced),White Box,DIM,9,0.5360902003333297,0.5557176750400944,0.013377926421404682
arc_challenge,Setup A (Balanced),White Box,DIM,11,0.5577454390890482,0.5704737478965424,0.016722408026755852
arc_challenge,Setup B (Imbalanced),White Box,DIM,11,0.5516940526392322,0.5652923001821886,0.016722408026755852
arc_challenge,Setup A (Balanced),White Box,DIM,13,0.6120736904508899,0.6207443429662631,0.013377926421404682
arc_challenge,Setup B (Imbalanced),White Box,DIM,13,0.5990313307457411,0.604671388014474,0.013377926421404682
arc_challenge,Setup A (Balanced),White Box,DIM,15,0.6306305298598449,0.6272063033104672,0.0033444816053511705
arc_challenge,Setup B (Imbalanced),White Box,DIM,15,0.6240422366640195,0.6162754497611345,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,DIM,17,0.6951264527242424,0.6897969112699991,0.06020066889632107
arc_challenge,Setup B (Imbalanced),White Box,DIM,17,0.6930123824118297,0.6855468528306028,0.020066889632107024
arc_challenge,Setup A (Balanced),White Box,DIM,19,0.7002158812541248,0.6897074630472448,0.016722408026755852
arc_challenge,Setup B (Imbalanced),White Box,DIM,19,0.6971622241361954,0.68516646883785,0.013377926421404682
arc_challenge,Setup A (Balanced),White Box,DIM,21,0.7056073198286372,0.6956120188547821,0.013377926421404682
arc_challenge,Setup B (Imbalanced),White Box,DIM,21,0.7022404671088691,0.6928678849938644,0.013377926421404682
arc_challenge,Setup A (Balanced),White Box,DIM,23,0.7050480419682106,0.6948610148101528,0.016722408026755852
arc_challenge,Setup B (Imbalanced),White Box,DIM,23,0.7007192313285087,0.6864331150357484,0.0
arc_challenge,Setup A (Balanced),White Box,DIM,25,0.7056632476146798,0.6947860229073449,0.016722408026755852
arc_challenge,Setup B (Imbalanced),White Box,DIM,25,0.7013120658605609,0.6867612298586244,0.0
arc_challenge,Setup A (Balanced),White Box,DIM,27,0.7031241261283431,0.6968505803407723,0.010033444816053512
arc_challenge,Setup B (Imbalanced),White Box,DIM,27,0.7016028903479827,0.6900316947337723,0.006688963210702341
arc_challenge,Setup A (Balanced),White Box,DIM,29,0.7022852093377032,0.6946597582615789,0.03678929765886288
arc_challenge,Setup B (Imbalanced),White Box,DIM,29,0.6998579434234516,0.6884693839705034,0.006688963210702341
arc_challenge,Setup A (Balanced),White Box,DIM,31,0.6992315522197738,0.6975623577363802,0.07023411371237458
arc_challenge,Setup B (Imbalanced),White Box,DIM,31,0.6962785651167214,0.690857578384845,0.04013377926421405
arc_challenge,Setup A (Balanced),White Box,LAT,1,0.505441773581951,0.5118899908533746,0.0
arc_challenge,Setup B (Imbalanced),White Box,LAT,1,0.5050614646368609,0.511306946113933,0.0
arc_challenge,Setup A (Balanced),White Box,LAT,3,0.5119629534345254,0.5204975556545771,0.0033444816053511705
arc_challenge,Setup B (Imbalanced),White Box,LAT,3,0.5113477477880561,0.5194361195314718,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,LAT,5,0.5095133164058567,0.5192114023511732,0.0033444816053511705
arc_challenge,Setup B (Imbalanced),White Box,LAT,5,0.5090099663314728,0.518842893900227,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,LAT,7,0.5040323933736759,0.5105216108962113,0.0
arc_challenge,Setup B (Imbalanced),White Box,LAT,7,0.5026789409514435,0.5075959900805456,0.0
arc_challenge,Setup A (Balanced),White Box,LAT,9,0.5039652800304246,0.5102252104125518,0.0033444816053511705
arc_challenge,Setup B (Imbalanced),White Box,LAT,9,0.5039317233587991,0.5103415946862951,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,LAT,11,0.5018288386035951,0.5057368975239629,0.0
arc_challenge,Setup B (Imbalanced),White Box,LAT,11,0.5005872417534479,0.5060493761605533,0.0
arc_challenge,Setup A (Balanced),White Box,LAT,13,0.5034060021699981,0.5097630285554671,0.0033444816053511705
arc_challenge,Setup B (Imbalanced),White Box,LAT,13,0.5028690954239885,0.5089366723362638,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,LAT,15,0.5049719801791926,0.5112106242120146,0.0033444816053511705
arc_challenge,Setup B (Imbalanced),White Box,LAT,15,0.5064708448451359,0.511518584586284,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,LAT,17,0.5101844498383687,0.5137600758418567,0.0
arc_challenge,Setup B (Imbalanced),White Box,LAT,17,0.5159338262435543,0.5179461870305592,0.0
arc_challenge,Setup A (Balanced),White Box,LAT,19,0.5182939788145546,0.5176718313803781,0.0
arc_challenge,Setup B (Imbalanced),White Box,LAT,19,0.5194460912070336,0.5212848991710428,0.0
arc_challenge,Setup A (Balanced),White Box,LAT,21,0.5131150658270042,0.5161625720292778,0.0
arc_challenge,Setup B (Imbalanced),White Box,LAT,21,0.5148711983087437,0.5181891892043812,0.0
arc_challenge,Setup A (Balanced),White Box,LAT,23,0.5149718683236205,0.5184506425388746,0.0
arc_challenge,Setup B (Imbalanced),White Box,LAT,23,0.5197816579232895,0.5212618649216125,0.0
arc_challenge,Setup A (Balanced),White Box,LAT,25,0.5221082538226641,0.5243445751294735,0.0
arc_challenge,Setup B (Imbalanced),White Box,LAT,25,0.5250836120401338,0.5304915559745865,0.0
arc_challenge,Setup A (Balanced),White Box,LAT,27,0.5286965470184898,0.5346222635858678,0.0
arc_challenge,Setup B (Imbalanced),White Box,LAT,27,0.5467612219102694,0.5473114610986877,0.0
arc_challenge,Setup A (Balanced),White Box,LAT,29,0.5347814901399313,0.5370148718314288,0.0
arc_challenge,Setup B (Imbalanced),White Box,LAT,29,0.5406203510027853,0.5417145571689712,0.006688963210702341
arc_challenge,Setup A (Balanced),White Box,LAT,31,0.5723537768033915,0.562223975606655,0.0033444816053511705
arc_challenge,Setup B (Imbalanced),White Box,LAT,31,0.5474099842283644,0.5451660764864399,0.0
arc_challenge,Setup A (Balanced),White Box,CCS,1,0.5105423876690417,0.5177071566726723,0.0
arc_challenge,Setup B (Imbalanced),White Box,CCS,1,0.5104640887685821,0.5174753782445121,0.0
arc_challenge,Setup A (Balanced),White Box,CCS,3,0.5294907215802955,0.539589245935536,0.010033444816053512
arc_challenge,Setup B (Imbalanced),White Box,CCS,3,0.5380812295164483,0.5502242507739906,0.013377926421404682
arc_challenge,Setup A (Balanced),White Box,CCS,5,0.5314034518629545,0.5391042588490966,0.006688963210702341
arc_challenge,Setup B (Imbalanced),White Box,CCS,5,0.526034384402859,0.5332311823458566,0.016722408026755852
arc_challenge,Setup A (Balanced),White Box,CCS,7,0.49935123768190515,0.5139580673110118,0.010033444816053512
arc_challenge,Setup B (Imbalanced),White Box,CCS,7,0.5235623762597734,0.5217218602926491,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,CCS,9,0.494368071945504,0.49689813507652486,0.0
arc_challenge,Setup B (Imbalanced),White Box,CCS,9,0.5131262513842128,0.5230405750817442,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,CCS,11,0.4978467802373575,0.5013281723938228,0.0
arc_challenge,Setup B (Imbalanced),White Box,CCS,11,0.5410901444055436,0.5410594126129675,0.0
arc_challenge,Setup A (Balanced),White Box,CCS,13,0.6032594713705663,0.5943977183778577,0.016722408026755852
arc_challenge,Setup B (Imbalanced),White Box,CCS,13,0.5209449558729768,0.5163228733445636,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,CCS,15,0.6357982572901869,0.6303764329921875,0.030100334448160536
arc_challenge,Setup B (Imbalanced),White Box,CCS,15,0.6557868480218342,0.6532686317437955,0.0
arc_challenge,Setup A (Balanced),White Box,CCS,17,0.7431348642632634,0.727979769579132,0.10367892976588629
arc_challenge,Setup B (Imbalanced),White Box,CCS,17,0.7085155647028556,0.7120040972723185,0.07692307692307693
arc_challenge,Setup A (Balanced),White Box,CCS,19,0.7379112090468787,0.7269875487430741,0.11371237458193979
arc_challenge,Setup B (Imbalanced),White Box,CCS,19,0.6201832194270758,0.6295348727570208,0.030100334448160536
arc_challenge,Setup A (Balanced),White Box,CCS,21,0.7486269728526527,0.7399012303987544,0.09698996655518395
arc_challenge,Setup B (Imbalanced),White Box,CCS,21,0.7303609579311193,0.7311114279577933,0.10033444816053512
arc_challenge,Setup A (Balanced),White Box,CCS,23,0.7376539412310824,0.7315781820863331,0.0903010033444816
arc_challenge,Setup B (Imbalanced),White Box,CCS,23,0.7344325007550252,0.7275830000416754,0.043478260869565216
arc_challenge,Setup A (Balanced),White Box,CCS,25,0.7480788805494346,0.7363034937334656,0.0903010033444816
arc_challenge,Setup B (Imbalanced),White Box,CCS,25,0.6691983311148645,0.6676710623784216,0.07692307692307693
arc_challenge,Setup A (Balanced),White Box,CCS,27,0.7083477813447279,0.6912334548021224,0.006688963210702341
arc_challenge,Setup B (Imbalanced),White Box,CCS,27,0.7261775595351282,0.7169982369078878,0.0903010033444816
arc_challenge,Setup A (Balanced),White Box,CCS,29,0.7331573472332524,0.7187319718291507,0.016722408026755852
arc_challenge,Setup B (Imbalanced),White Box,CCS,29,0.7139629310634109,0.7098557849814054,0.13043478260869565
arc_challenge,Setup A (Balanced),White Box,CCS,31,0.7294325566828113,0.7126570367259604,0.006688963210702341
arc_challenge,Setup B (Imbalanced),White Box,CCS,31,0.7242760148096778,0.7227518470884252,0.10033444816053512
arc_challenge,Setup A (Balanced),White Box,LDA,1,0.5070189371483541,0.5145579167662697,0.0033444816053511705
arc_challenge,Setup B (Imbalanced),White Box,LDA,1,0.4990771915302961,0.5040996848454421,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,LDA,3,0.49764544020760393,0.5107721375456239,0.0
arc_challenge,Setup B (Imbalanced),White Box,LDA,3,0.5133275914139663,0.5158830002751371,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,LDA,5,0.5397590630977283,0.5429310542736756,0.0
arc_challenge,Setup B (Imbalanced),White Box,LDA,5,0.49526291652218657,0.49978260430184457,0.0
arc_challenge,Setup A (Balanced),White Box,LDA,7,0.5534613706781804,0.5398865420852124,0.0
arc_challenge,Setup B (Imbalanced),White Box,LDA,7,0.5129584680260847,0.5078218062111232,0.0
arc_challenge,Setup A (Balanced),White Box,LDA,9,0.5480699321036677,0.5426446627695458,0.0
arc_challenge,Setup B (Imbalanced),White Box,LDA,9,0.5339537589064999,0.5327970322976542,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,LDA,11,0.5367948904374671,0.5311063626151098,0.0033444816053511705
arc_challenge,Setup B (Imbalanced),White Box,LDA,11,0.520698873614389,0.5221245301733565,0.013377926421404682
arc_challenge,Setup A (Balanced),White Box,LDA,13,0.592051543047617,0.5877895832353472,0.013377926421404682
arc_challenge,Setup B (Imbalanced),White Box,LDA,13,0.5706871287793202,0.5644177204211083,0.010033444816053512
arc_challenge,Setup A (Balanced),White Box,LDA,15,0.6034160691714858,0.5982477768319798,0.006688963210702341
arc_challenge,Setup B (Imbalanced),White Box,LDA,15,0.5666715137414571,0.5475674015239086,0.0
arc_challenge,Setup A (Balanced),White Box,LDA,17,0.6581246294784174,0.6504207325574137,0.026755852842809364
arc_challenge,Setup B (Imbalanced),White Box,LDA,17,0.5993557119047885,0.5783682016199247,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,LDA,19,0.6555519513204551,0.6404649722019715,0.033444816053511704
arc_challenge,Setup B (Imbalanced),White Box,LDA,19,0.6139528640619233,0.5955611484701597,0.006688963210702341
arc_challenge,Setup A (Balanced),White Box,LDA,21,0.6380018120602678,0.6245541269597662,0.0
arc_challenge,Setup B (Imbalanced),White Box,LDA,21,0.6140982763056341,0.6111339091219457,0.020066889632107024
arc_challenge,Setup A (Balanced),White Box,LDA,23,0.6390420688806613,0.6258723317718461,0.006688963210702341
arc_challenge,Setup B (Imbalanced),White Box,LDA,23,0.6178230668560754,0.604317057521444,0.010033444816053512
arc_challenge,Setup A (Balanced),White Box,LDA,25,0.6304739320589255,0.6144210575179994,0.0
arc_challenge,Setup B (Imbalanced),White Box,LDA,25,0.606760550776837,0.5989862506201196,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,LDA,27,0.6410890258498226,0.6173352554956438,0.006688963210702341
arc_challenge,Setup B (Imbalanced),White Box,LDA,27,0.5922193264057449,0.587182647230814,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,LDA,29,0.637520833100301,0.6158907932923771,0.010033444816053512
arc_challenge,Setup B (Imbalanced),White Box,LDA,29,0.5841545396583931,0.5829842795069021,0.006688963210702341
arc_challenge,Setup A (Balanced),White Box,LDA,31,0.6190758492634311,0.6016621418364029,0.010033444816053512
arc_challenge,Setup B (Imbalanced),White Box,LDA,31,0.5831590250668337,0.5830356276551072,0.04013377926421405
arc_challenge,Setup A (Balanced),White Box,PCA,1,0.505464144696368,0.5119198149459274,0.0
arc_challenge,Setup B (Imbalanced),White Box,PCA,1,0.5054529591391594,0.511716187340366,0.0
arc_challenge,Setup A (Balanced),White Box,PCA,3,0.5120971801210278,0.5207314413783838,0.0033444816053511705
arc_challenge,Setup B (Imbalanced),White Box,PCA,3,0.511996510106151,0.5199922738328371,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,PCA,5,0.5094238319481885,0.5194203341921251,0.0033444816053511705
arc_challenge,Setup B (Imbalanced),White Box,PCA,5,0.509244863032852,0.5192670865686263,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,PCA,7,0.5045581145624769,0.5110193236509137,0.0
arc_challenge,Setup B (Imbalanced),White Box,PCA,7,0.5046364134629366,0.5096730013900139,0.0
arc_challenge,Setup A (Balanced),White Box,PCA,9,0.503551414413709,0.5095135894451174,0.0033444816053511705
arc_challenge,Setup B (Imbalanced),White Box,PCA,9,0.5041218778313441,0.5101370364538883,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,PCA,11,0.5010794062706233,0.5056252374583987,0.0
arc_challenge,Setup B (Imbalanced),White Box,PCA,11,0.5013590452008367,0.505645283624225,0.0
arc_challenge,Setup A (Balanced),White Box,PCA,13,0.5039764655876333,0.5104019752721553,0.0033444816053511705
arc_challenge,Setup B (Imbalanced),White Box,PCA,13,0.5034843010704578,0.5095708038142839,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,PCA,15,0.5052628046666144,0.5109252835612337,0.0033444816053511705
arc_challenge,Setup B (Imbalanced),White Box,PCA,15,0.5059339380991265,0.5094584546951806,0.0
arc_challenge,Setup A (Balanced),White Box,PCA,17,0.5128801691256251,0.5161314384261885,0.0
arc_challenge,Setup B (Imbalanced),White Box,PCA,17,0.516157537387725,0.5182451683258145,0.0
arc_challenge,Setup A (Balanced),White Box,PCA,19,0.5163588774174785,0.5170119166366657,0.0
arc_challenge,Setup B (Imbalanced),White Box,PCA,19,0.5211015536738962,0.5220422958828712,0.0
arc_challenge,Setup A (Balanced),White Box,PCA,21,0.5132381069562981,0.5167645145220852,0.0
arc_challenge,Setup B (Imbalanced),White Box,PCA,21,0.5180926387848009,0.5211766546278753,0.0
arc_challenge,Setup A (Balanced),White Box,PCA,23,0.5169405263923222,0.5193419177178964,0.0
arc_challenge,Setup B (Imbalanced),White Box,PCA,23,0.5237077885034843,0.5249164632454688,0.0
arc_challenge,Setup A (Balanced),White Box,PCA,25,0.5180255254415499,0.5219490180399494,0.0
arc_challenge,Setup B (Imbalanced),White Box,PCA,25,0.5253073231843044,0.5271010891926792,0.0
arc_challenge,Setup A (Balanced),White Box,PCA,27,0.5366942204225904,0.5401298985325589,0.0
arc_challenge,Setup B (Imbalanced),White Box,PCA,27,0.5431147302602879,0.5445287001470334,0.0
arc_challenge,Setup A (Balanced),White Box,PCA,29,0.5389313318642968,0.5399921021232441,0.0
arc_challenge,Setup B (Imbalanced),White Box,PCA,29,0.5441661726378899,0.5419456192501987,0.0
arc_challenge,Setup A (Balanced),White Box,PCA,31,0.5613695596246127,0.5556156997208275,0.0
arc_challenge,Setup B (Imbalanced),White Box,PCA,31,0.5556201832194272,0.5513348688732256,0.0
arc_challenge,Setup A (Balanced),White Box,PCA-G,1,0.510106150937909,0.5215375066239865,0.0033444816053511705
arc_challenge,Setup B (Imbalanced),White Box,PCA-G,1,0.509267234147269,0.5205672883832562,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,PCA-G,3,0.5317054619075849,0.5517246811310158,0.020066889632107024
arc_challenge,Setup B (Imbalanced),White Box,PCA-G,3,0.5289650003914945,0.5482813842542114,0.013377926421404682
arc_challenge,Setup A (Balanced),White Box,PCA-G,5,0.5321193275243006,0.5515387739078315,0.010033444816053512
arc_challenge,Setup B (Imbalanced),White Box,PCA-G,5,0.5305197928434805,0.5454861799663991,0.010033444816053512
arc_challenge,Setup A (Balanced),White Box,PCA-G,7,0.5124439323944923,0.50912675097062,0.0033444816053511705
arc_challenge,Setup B (Imbalanced),White Box,PCA-G,7,0.5169628975067393,0.5149238970251856,0.010033444816053512
arc_challenge,Setup A (Balanced),White Box,PCA-G,9,0.507018937148354,0.52304949231178,0.006688963210702341
arc_challenge,Setup B (Imbalanced),White Box,PCA-G,9,0.4930817328665228,0.5022390235400802,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,PCA-G,11,0.501996621961723,0.5179315303358023,0.006688963210702341
arc_challenge,Setup B (Imbalanced),White Box,PCA-G,11,0.49930090267446675,0.5087772246999711,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,PCA-G,13,0.5227682016979676,0.530428080465807,0.013377926421404682
arc_challenge,Setup B (Imbalanced),White Box,PCA-G,13,0.5136407870158052,0.5213325247061986,0.010033444816053512
arc_challenge,Setup A (Balanced),White Box,PCA-G,15,0.6050044182950973,0.6024204094270442,0.006688963210702341
arc_challenge,Setup B (Imbalanced),White Box,PCA-G,15,0.5410454021767095,0.5427307950026762,0.010033444816053512
arc_challenge,Setup A (Balanced),White Box,PCA-G,17,0.6852272345946913,0.6740744333479346,0.016722408026755852
arc_challenge,Setup B (Imbalanced),White Box,PCA-G,17,0.6694779700450778,0.652817237287521,0.04013377926421405
arc_challenge,Setup A (Balanced),White Box,PCA-G,19,0.689757385264147,0.6697915582689737,0.006688963210702341
arc_challenge,Setup B (Imbalanced),White Box,PCA-G,19,0.6736613684410689,0.6503509534210636,0.006688963210702341
arc_challenge,Setup A (Balanced),White Box,PCA-G,21,0.6954172772116642,0.6809264375836643,0.013377926421404682
arc_challenge,Setup B (Imbalanced),White Box,PCA-G,21,0.6803838883233968,0.6552985546340309,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,PCA-G,23,0.6945112470777731,0.6756640630610536,0.0033444816053511705
arc_challenge,Setup B (Imbalanced),White Box,PCA-G,23,0.6823972886209326,0.6574022887498323,0.0
arc_challenge,Setup A (Balanced),White Box,PCA-G,25,0.6958758850572141,0.6778644174624835,0.006688963210702341
arc_challenge,Setup B (Imbalanced),White Box,PCA-G,25,0.681983423004217,0.6572293857077488,0.0
arc_challenge,Setup A (Balanced),White Box,PCA-G,27,0.6923076923076923,0.6792516457244638,0.006688963210702341
arc_challenge,Setup B (Imbalanced),White Box,PCA-G,27,0.6815024440442501,0.6643971665289303,0.006688963210702341
arc_challenge,Setup A (Balanced),White Box,PCA-G,29,0.6897461997069384,0.6767622151729011,0.006688963210702341
arc_challenge,Setup B (Imbalanced),White Box,PCA-G,29,0.6788850236574536,0.6631655706809509,0.006688963210702341
arc_challenge,Setup A (Balanced),White Box,PCA-G,31,0.6864688314448384,0.6795437785274923,0.03678929765886288
arc_challenge,Setup B (Imbalanced),White Box,PCA-G,31,0.6758201809823157,0.6630184001373186,0.006688963210702341
arc_challenge,Setup A (Balanced),White Box,LR-G,1,0.7076319056833816,0.6876343986963622,0.0
arc_challenge,Setup B (Imbalanced),White Box,LR-G,1,0.6909206832138343,0.6668426100718352,0.0
arc_challenge,Setup A (Balanced),White Box,LR-G,3,0.7130904576011454,0.7060382655479354,0.030100334448160536
arc_challenge,Setup B (Imbalanced),White Box,LR-G,3,0.7204729253587768,0.7125416145026214,0.033444816053511704
arc_challenge,Setup A (Balanced),White Box,LR-G,5,0.7283587431907921,0.709064454679533,0.0033444816053511705
arc_challenge,Setup B (Imbalanced),White Box,LR-G,5,0.7197458641402221,0.7044390247673507,0.03678929765886288
arc_challenge,Setup A (Balanced),White Box,LR-G,7,0.7425755864028365,0.7353293936356528,0.06688963210702341
arc_challenge,Setup B (Imbalanced),White Box,LR-G,7,0.6990413977472286,0.6938283426580556,0.043478260869565216
arc_challenge,Setup A (Balanced),White Box,LR-G,9,0.7486046017382355,0.7437957633194421,0.05351170568561873
arc_challenge,Setup B (Imbalanced),White Box,LR-G,9,0.6946790304359012,0.6830581992098674,0.03678929765886288
arc_challenge,Setup A (Balanced),White Box,LR-G,11,0.7786154517287278,0.7595400500455041,0.033444816053511704
arc_challenge,Setup B (Imbalanced),White Box,LR-G,11,0.7434368743078936,0.7106972903560569,0.0033444816053511705
arc_challenge,Setup A (Balanced),White Box,LR-G,13,0.8589836802720326,0.858090426454638,0.43812709030100333
arc_challenge,Setup B (Imbalanced),White Box,LR-G,13,0.8298788604154317,0.8294013143652614,0.39464882943143814
arc_challenge,Setup A (Balanced),White Box,LR-G,15,0.8807395890426281,0.8761858912487956,0.5150501672240803
arc_challenge,Setup B (Imbalanced),White Box,LR-G,15,0.8567913110591605,0.8525756641676251,0.45484949832775917
arc_challenge,Setup A (Balanced),White Box,LR-G,17,0.9163879598662208,0.9138098550540433,0.7190635451505016
arc_challenge,Setup B (Imbalanced),White Box,LR-G,17,0.9008847775751949,0.8942016864855574,0.6321070234113713
arc_challenge,Setup A (Balanced),White Box,LR-G,19,0.9086699253923334,0.9064941508075157,0.7123745819397993
arc_challenge,Setup B (Imbalanced),White Box,LR-G,19,0.8936029798324403,0.8894516619295733,0.6287625418060201
arc_challenge,Setup A (Balanced),White Box,LR-G,21,0.9065670406371293,0.9003069740017042,0.705685618729097
arc_challenge,Setup B (Imbalanced),White Box,LR-G,21,0.8913994250623596,0.8863260491746795,0.6254180602006689
arc_challenge,Setup A (Balanced),White Box,LR-G,23,0.9032449301461952,0.897435931306259,0.6956521739130435
arc_challenge,Setup B (Imbalanced),White Box,LR-G,23,0.8803704656547466,0.8755637217487362,0.5852842809364549
arc_challenge,Setup A (Balanced),White Box,LR-G,25,0.9014887976644557,0.8957162519405997,0.705685618729097
arc_challenge,Setup B (Imbalanced),White Box,LR-G,25,0.8816232480621022,0.8752382345038694,0.5785953177257525
arc_challenge,Setup A (Balanced),White Box,LR-G,27,0.9011084887193656,0.8957382456028056,0.6755852842809364
arc_challenge,Setup B (Imbalanced),White Box,LR-G,27,0.8732676368273286,0.8693484070749578,0.5551839464882943
arc_challenge,Setup A (Balanced),White Box,LR-G,29,0.8986812228051141,0.8947061755998292,0.6321070234113713
arc_challenge,Setup B (Imbalanced),White Box,LR-G,29,0.8707844431270343,0.8687244480279492,0.5284280936454849
arc_challenge,Setup A (Balanced),White Box,LR-G,31,0.9008959631324034,0.8968606040898669,0.6655518394648829
arc_challenge,Setup B (Imbalanced),White Box,LR-G,31,0.8548562096620844,0.8502558035193977,0.49498327759197325
open_book_qa,Setup A (Balanced),Black Box,BB,N/A,0.73058,0.6964922605464279,0.0
open_book_qa,Setup B (Imbalanced),Black Box,BB,N/A,0.7133379999999999,0.6774677215919573,0.0
open_book_qa,Setup A (Balanced),White Box,LR,1,0.537864,0.5329015593993267,0.004
open_book_qa,Setup B (Imbalanced),White Box,LR,1,0.5465880000000001,0.5383146668659976,0.002
open_book_qa,Setup A (Balanced),White Box,LR,3,0.5609959999999999,0.5598166616211053,0.004
open_book_qa,Setup B (Imbalanced),White Box,LR,3,0.557852,0.5587783243399982,0.004
open_book_qa,Setup A (Balanced),White Box,LR,5,0.594212,0.5804972200290928,0.002
open_book_qa,Setup B (Imbalanced),White Box,LR,5,0.585448,0.5777294921978731,0.0
open_book_qa,Setup A (Balanced),White Box,LR,7,0.609812,0.5994822528061161,0.006
open_book_qa,Setup B (Imbalanced),White Box,LR,7,0.596528,0.5924920400035697,0.004
open_book_qa,Setup A (Balanced),White Box,LR,9,0.634516,0.6241839795812376,0.022
open_book_qa,Setup B (Imbalanced),White Box,LR,9,0.618924,0.6202502618714205,0.018
open_book_qa,Setup A (Balanced),White Box,LR,11,0.6743119999999999,0.6489988811356425,0.02
open_book_qa,Setup B (Imbalanced),White Box,LR,11,0.6613800000000001,0.6413574237052146,0.018
open_book_qa,Setup A (Balanced),White Box,LR,13,0.7406,0.7154162499798702,0.002
