,,,AUC,AUC,Accuracy,Accuracy,Macro F1,Macro F1,Recall (True),Recall (True)
Condition,,,Setup A (Balanced),Setup B (Imbalanced),Setup A (Balanced),Setup B (Imbalanced),Setup A (Balanced),Setup B (Imbalanced),Setup A (Balanced),Setup B (Imbalanced)
Dataset,Method,Algorithm,,,,,,,,
dbpedia_14,Black Box (Logprobs),LDA,0.9758048322321545,0.9758048322321545,0.9332662642521797,0.9332662642521797,0.9332615212053336,0.9332615212053336,0.9321214967396467,0.9321214967396467
dbpedia_14,Black Box (Logprobs),LR,0.9758048322321545,0.9758048322321545,0.9332662642521797,0.9332662642521797,0.9332615212053336,0.9332615212053336,0.9321214967396467,0.9321214967396467
dbpedia_14,Black Box (Logprobs),LR-G,0.9758048322321545,0.9758048322321545,0.9332662642521797,0.9332662642521797,0.9332615212053336,0.9332615212053336,0.9321214967396467,0.9321214967396467
dbpedia_14,Black Box (Logprobs),PCA,0.9758048322321545,0.9758048322321545,0.9332662642521797,0.9332662642521797,0.9332615212053336,0.9332615212053336,0.9321214967396467,0.9321214967396467
dbpedia_14,Black Box (Logprobs),PCA-G,0.9758048322321545,0.9758048322321545,0.9332662642521797,0.9332662642521797,0.9332615212053336,0.9332615212053336,0.9321214967396467,0.9321214967396467
dbpedia_14,White Box (Probes),CCS,0.9591649528220408,0.9777104722654056,0.9239939637826962,0.933232729711603,0.9238632070962787,0.9331882470562526,0.9240251327892214,0.9315716832383297
dbpedia_14,White Box (Probes),DIM,0.9720293472276201,0.9720293472276201,0.9120892018779343,0.9120892018779343,0.911932183252281,0.911932183252281,0.923188385261476,0.923188385261476
dbpedia_14,White Box (Probes),LAT,0.7118369310575635,0.713584006725828,0.6688967136150235,0.6685236418511066,0.667262231076651,0.6668743594585079,0.6934363799283154,0.7028435988577968
dbpedia_14,White Box (Probes),LDA,0.9984945156971974,0.9984945156971974,0.9937290409121395,0.9937290409121395,0.9937289098917514,0.9937289098917514,0.9950025235350002,0.9950025235350002
dbpedia_14,White Box (Probes),LR,0.9931298446474067,0.9931298446474067,0.977108484238766,0.977108484238766,0.9770666426794593,0.9770666426794593,0.9764660793712484,0.9764660793712484
